"","label.final","cluster.final","label","edgeID","parent","node","branch.length","Order","edgeOrder","node.order","node.bootstrap","TEfamily","species","cluster.color","branch.length.ToKeptNode","is_removed","node.info_1","node.info_2","TEfamily.representative","count","perC","consensus.name","is_consensus"
"81","Node151/97:MER11A(53,1)","Node151/97","T_849","1062 732",1062,732,0.0434473711,732,931,NA,NA,"MER11A","hg19","#DFB28C",0.1958279188,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"82","Node151/97:MER11A(53,1)","Node151/97","T_8","1062 735",1062,735,0.0366703203,735,935,NA,NA,"MER11A","hg19","#DFB28C",0.189050868,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"83","Node151/97:MER11A(53,1)","Node151/97","T_24","1062 754",1062,754,0.050152088,754,959,NA,NA,"MER11A","hg19","#DFB28C",0.2025326357,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"84","Node151/97:MER11A(53,1)","Node151/97","T_278","1062 774",1062,774,0.059714753,774,980,NA,NA,"MER11A","hg19","#DFB28C",0.2120953007,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"85","Node151/97:MER11A(53,1)","Node151/97","T_901","1062 752",1062,752,0.0356592834,752,957,NA,NA,"MER11A","hg19","#DFB28C",0.1880398311,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"86","Node151/97:MER11A(53,1)","Node151/97","T_624","1062 731",1062,731,0.0538953277,731,930,NA,NA,"MER11A","hg19","#DFB28C",0.2062758754,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"87","Node151/97:MER11A(53,1)","Node151/97","T_59","1113 737",1113,737,0.0410714414,737,938,NA,NA,"MER11A","hg19","#DFB28C",0.2022706041,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"88","Node151/97:MER11A(53,1)","Node151/97","T_216","1062 763",1062,763,0.0356821561,763,968,NA,NA,"MER11A","hg19","#DFB28C",0.1880627038,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"89","Node151/97:MER11A(53,1)","Node151/97","T_950","1062 770",1062,770,0.0613929306,770,976,NA,NA,"MER11A","hg19","#DFB28C",0.2137734783,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"90","Node151/97:MER11A(53,1)","Node151/97","T_549","1062 759",1062,759,0.0467143286,759,964,NA,NA,"MER11A","hg19","#DFB28C",0.1990948763,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"91","Node151/97:MER11A(53,1)","Node151/97","T_500","1113 738",1113,738,0.0398303608,738,939,NA,NA,"MER11A","hg19","#DFB28C",0.2010295235,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"92","Node151/97:MER11A(53,1)","Node151/97","T_885","1112 734",1112,734,0.0425172497,734,934,NA,NA,"MER11A","hg19","#DFB28C",0.2097368435,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"93","Node151/97:MER11A(53,1)","Node151/97","T_301","1114 741",1114,741,0.0475639112,741,943,NA,NA,"MER11A","hg19","#DFB28C",0.2071327645,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"94","Node151/97:MER11A(53,1)","Node151/97","T_836","1117 750",1117,750,0.0480224748,750,955,NA,NA,"MER11A","hg19","#DFB28C",0.2120496468,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"95","Node151/97:MER11A(53,1)","Node151/97","T_480","1114 743",1114,743,0.0493499486,743,945,NA,NA,"MER11A","hg19","#DFB28C",0.2089188019,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"96","Node151/97:MER11A(53,1)","Node151/97","T_809","1062 766",1062,766,0.0496282645,766,971,NA,NA,"MER11A","hg19","#DFB28C",0.2020088122,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"97","Node151/97:MER11A(53,1)","Node151/97","T_461","1062 765",1062,765,0.0571811486,765,970,NA,NA,"MER11A","hg19","#DFB28C",0.2095616963,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"98","Node151/97:MER11A(53,1)","Node151/97","T_410","1062 729",1062,729,0.0490034505,729,928,NA,NA,"MER11A","hg19","#DFB28C",0.2013839982,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"99","Node152/98:MER11A(31,1)","Node152/98","T_593","1102 702",1102,702,0.0540440515,702,892,NA,NA,"MER11A","hg19","#D5E6D4",0.2338029337,"kept","Node152","98","MER11A","31","31","11A|N152|31","instance"
"100","Node152/98:MER11A(31,1)","Node152/98","T_770","1063 699",1063,699,0.0553285402,699,888,NA,NA,"MER11A","hg19","#D5E6D4",0.228324318,"kept","Node152","98","MER11A","31","31","11A|N152|31","instance"
"101","Node152/98:MER11A(31,1)","Node152/98","T_133","1063 707",1063,707,0.0636667065,707,900,NA,NA,"MER11A","hg19","#D5E6D4",0.2366624843,"kept","Node152","98","MER11A","31","31","11A|N152|31","instance"
