"","Frame","Family","Type","Motif","Species","thredhold","is_top"
"2373","MER52_combined_F1","All","motif","KLF12","hg19","logP_10",NA
"2374","MER52_combined_F1","All","motif","SP9","hg19","logP_10",NA
"2375","MER52_combined_F1","All","motif","KLF11","hg19","logP_10",NA
"2376","MER52_combined_F1","All","motif","KLF1","hg19","logP_10",NA
"2377","MER52_combined_F1","All","motif","KLF10","hg19","logP_10",NA
"2378","MER52_combined_F1","All","motif","KLF6","hg19","logP_10",NA
"2379","MER52_combined_F1","All","motif","KLF14","hg19","logP_10",NA
"2380","MER52_combined_F1","All","motif","KLF2","hg19","logP_10",NA
"2381","MER52_combined_F1","All","motif","SP4","hg19","logP_10",NA
"2382","MER52_combined_F1","All","motif","KLF16","hg19","logP_10",NA
"2383","MER52_combined_F1","All","motif","PATZ1","hg19","logP_10",NA
"2384","MER52_combined_F1","All","motif","KLF3","hg19","logP_10",NA
"2385","MER52_combined_F1","All","motif","KLF5","hg19","logP_10",NA
"2386","MER52_combined_F1","All","motif","ZNF148","hg19","logP_10",NA
"2387","MER52_combined_F1","All","motif","SP1","hg19","logP_10",NA
"2388","MER52_combined_F1","All","motif","THRB","hg19","logP_10","yes"
"2389","MER52_combined_F1","MER52C","motif","SP3","hg19","logP_5","yes"
"2390","MER52_combined_F1","MER52C","motif","SP9","hg19","logP_5",NA
"2391","MER52_combined_F1","MER52C","motif","SP2","hg19","logP_5",NA
"2392","MER52_combined_F1","MER52C","motif","KLF15","hg19","logP_5",NA
"2393","MER52_combined_F1","MER52C","motif","KLF12","hg19","logP_5",NA
"2394","MER52_combined_F1","MER52C","motif","KLF16","hg19","logP_5",NA
"2395","MER52_combined_F1","MER52C","motif","KLF11","hg19","logP_5",NA
"2396","MER52_combined_F1","MER52C","motif","KLF2","hg19","logP_5",NA
"2397","MER52_combined_F1","MER52C","motif","SP4","hg19","logP_5",NA
"2398","MER52_combined_F1","MER52C","motif","KLF7","hg19","logP_5",NA
"2399","MER52_combined_F1","MER52C","motif","KLF1","hg19","logP_5",NA
"2400","MER52_combined_F1","MER52C","motif","KLF14","hg19","logP_5",NA
"2401","MER52_combined_F1","MER52C","motif","KLF10","hg19","logP_5","yes"
"2402","MER52_combined_F1","MER52C","motif","KLF6","hg19","logP_5",NA
"2403","MER52_combined_F1","MER52C","motif","PATZ1","hg19","logP_5",NA
"2404","MER52_combined_F1","MER52C","motif","KLF3","hg19","logP_5",NA
"2405","MER52_combined_F1","MER52C","motif","KLF5","hg19","logP_5",NA
"2406","MER52_combined_F1","MER52A","motif","SP2","hg19","logP_5","yes"
"2407","MER52_combined_F1","MER52A","motif","KLF15","hg19","logP_5",NA
"2408","MER52_combined_F1","MER52A","motif","KLF7","hg19","logP_5",NA
"2409","MER52_combined_F1","MER52A","motif","KLF11","hg19","logP_5",NA
"2410","MER52_combined_F1","MER52A","motif","KLF1","hg19","logP_5",NA
"2411","MER52_combined_F1","MER52A","motif","SP8","hg19","logP_5",NA
"2412","MER52_combined_F1","MER52A","motif","KLF10","hg19","logP_5",NA
"2413","MER52_combined_F1","MER52A","motif","SP9","hg19","logP_5",NA
"2414","MER52_combined_F1","MER52A","motif","SP3","hg19","logP_5",NA
"2415","MER52_combined_F1","MER52A","motif","SP1","hg19","logP_5",NA
"2416","MER52_combined_F1","MER52A","motif","KLF12","hg19","logP_5",NA
"2417","MER52_combined_F1","MER52A","motif","KLF14","hg19","logP_5",NA
"2418","MER52_combined_F1","MER52A","motif","SP4","hg19","logP_5",NA
"2419","MER52_combined_F1","MER52A","motif","KLF16","hg19","logP_5",NA
"2420","MER52_combined_F1","MER52A","motif","PATZ1","hg19","logP_5",NA
"2421","MER52_combined_F1","MER52A","motif","KLF6","hg19","logP_5",NA
"2422","MER52_combined_F1","MER52A","motif","KLF2","hg19","logP_5",NA
"2423","MER52_combined_F1","MER52A","motif","MAZ","hg19","logP_5",NA
"2424","MER52_combined_F1","MER52A","motif","KLF5","hg19","logP_5",NA
"2425","MER52_combined_F1","MER52A","motif","ZNF148","hg19","logP_5",NA
"2426","MER52_combined_F1","MER52A","motif","KLF9","hg19","logP_5",NA
"2427","MER52_combined_F1","MER52A","motif","E2F6","hg19","logP_5","yes"
"2428","MER52_combined_F1","MER52A","motif","SP2","hg19","logP_10",NA
"2429","MER52_combined_F1","MER52A","motif","KLF15","hg19","logP_10",NA
"2430","MER52_combined_F1","MER52A","motif","KLF7","hg19","logP_10",NA
"2431","MER52_combined_F1","MER52A","motif","KLF11","hg19","logP_10",NA
"2432","MER52_combined_F1","MER52A","motif","KLF1","hg19","logP_10",NA
"2433","MER52_combined_F1","MER52A","motif","SP8","hg19","logP_10",NA
"2434","MER52_combined_F1","MER52A","motif","KLF10","hg19","logP_10",NA
"2435","MER52_combined_F1","All","motif","KLF15","macFas5","logP_5",NA
"2436","MER52_combined_F1","All","motif","SP2","macFas5","logP_5",NA
"2437","MER52_combined_F1","All","motif","KLF3","macFas5","logP_5",NA
"2438","MER52_combined_F1","All","motif","KLF12","macFas5","logP_5",NA
"2439","MER52_combined_F1","All","motif","KLF6","macFas5","logP_5",NA
"2440","MER52_combined_F1","All","motif","KLF11","macFas5","logP_5",NA
"2441","MER52_combined_F1","All","motif","SP1","macFas5","logP_5",NA
"2442","MER52_combined_F1","All","motif","SP9","macFas5","logP_5",NA
"2443","MER52_combined_F1","All","motif","SP3","macFas5","logP_5",NA
"2444","MER52_combined_F1","All","motif","SP4","macFas5","logP_5",NA
"2445","MER52_combined_F1","All","motif","KLF10","macFas5","logP_5",NA
"2446","MER52_combined_F1","All","motif","KLF7","macFas5","logP_5",NA
"2447","MER52_combined_F1","All","motif","KLF2","macFas5","logP_5",NA
"2448","MER52_combined_F1","All","motif","KLF14","macFas5","logP_5",NA
"2449","MER52_combined_F1","All","motif","KLF16","macFas5","logP_5",NA
"2450","MER52_combined_F1","All","motif","KLF1","macFas5","logP_5",NA
"2451","MER52_combined_F1","All","motif","PATZ1","macFas5","logP_5",NA
"2452","MER52_combined_F1","All","motif","MAZ","macFas5","logP_5",NA
"2453","MER52_combined_F1","All","motif","SP8","macFas5","logP_5",NA
"2454","MER52_combined_F1","All","motif","ZNF148","macFas5","logP_5",NA
"2455","MER52_combined_F1","All","motif","KLF5","macFas5","logP_5",NA
"2456","MER52_combined_F1","All","motif","KLF9","macFas5","logP_5",NA
"2457","MER52_combined_F1","All","motif","KLF15","macFas5","logP_10",NA
"2458","MER52_combined_F1","All","motif","SP2","macFas5","logP_10",NA
"2459","MER52_combined_F1","All","motif","KLF3","macFas5","logP_10",NA
"2460","MER52_combined_F1","All","motif","KLF12","macFas5","logP_10",NA
"2461","MER52_combined_F1","All","motif","KLF6","macFas5","logP_10",NA
"2462","MER52_combined_F1","All","motif","KLF11","macFas5","logP_10",NA
"2463","MER52_combined_F1","All","motif","SP1","macFas5","logP_10",NA
"2464","MER52_combined_F1","All","motif","SP9","macFas5","logP_10",NA
"2465","MER52_combined_F1","All","motif","SP3","macFas5","logP_10",NA
"2466","MER52_combined_F1","All","motif","SP4","macFas5","logP_10",NA
"2467","MER52_combined_F1","All","motif","KLF10","macFas5","logP_10",NA
"2468","MER52_combined_F1","All","motif","KLF7","macFas5","logP_10",NA
"2469","MER52_combined_F1","All","motif","KLF2","macFas5","logP_10",NA
"2470","MER52_combined_F1","All","motif","KLF14","macFas5","logP_10",NA
"2471","MER52_combined_F1","All","motif","KLF16","macFas5","logP_10",NA
"2472","MER52_combined_F1","All","motif","KLF1","macFas5","logP_10",NA
"2473","MER52_combined_F1","All","motif","PATZ1","macFas5","logP_10",NA
"2474","MER52_combined_F1","All","motif","MAZ","macFas5","logP_10",NA
"2475","MER52_combined_F1","All","motif","SP8","macFas5","logP_10",NA
"2476","MER52_combined_F1","All","motif","ZNF148","macFas5","logP_10",NA
"2477","MER52_combined_F1","MER52C","motif","SP9","macFas5","logP_5","yes"
"2478","MER52_combined_F1","MER52C","motif","KLF11","macFas5","logP_5",NA
"2479","MER52_combined_F1","MER52C","motif","SP3","macFas5","logP_5",NA
"2480","MER52_combined_F1","MER52C","motif","KLF16","macFas5","logP_5",NA
"2481","MER52_combined_F1","MER52C","motif","KLF2","macFas5","logP_5",NA
"2482","MER52_combined_F1","MER52C","motif","SP2","macFas5","logP_5",NA
"2483","MER52_combined_F1","MER52C","motif","KLF12","macFas5","logP_5",NA
"2484","MER52_combined_F1","MER52C","motif","KLF15","macFas5","logP_5",NA
"2485","MER52_combined_F1","MER52C","motif","KLF6","macFas5","logP_5",NA
"2486","MER52_combined_F1","MER52C","motif","KLF1","macFas5","logP_5",NA
"2487","MER52_combined_F1","MER52C","motif","SP4","macFas5","logP_5",NA
"2488","MER52_combined_F1","MER52C","motif","KLF7","macFas5","logP_5",NA
"2489","MER52_combined_F1","MER52C","motif","KLF3","macFas5","logP_5",NA
"2490","MER52_combined_F1","MER52C","motif","KLF10","macFas5","logP_5",NA
"2491","MER52_combined_F1","MER52C","motif","KLF14","macFas5","logP_5",NA
"2492","MER52_combined_F1","MER52C","motif","PATZ1","macFas5","logP_5",NA
"2493","MER52_combined_F1","MER52C","motif","SP1","macFas5","logP_5",NA
"2494","MER52_combined_F1","MER52C","motif","ZNF148","macFas5","logP_5",NA
"2495","MER52_combined_F1","MER52C","motif","KLF5","macFas5","logP_5","yes"
"2496","MER52_combined_F1","MER52C","motif","SP8","macFas5","logP_5",NA
"2497","MER52_combined_F1","MER52C","motif","SP9","macFas5","logP_10",NA
"2498","MER52_combined_F1","MER52C","motif","KLF11","macFas5","logP_10",NA
"2499","MER52_combined_F1","MER52C","motif","SP3","macFas5","logP_10",NA
"2500","MER52_combined_F1","MER52C","motif","KLF16","macFas5","logP_10",NA
"2501","MER52_combined_F1","MER52C","motif","KLF2","macFas5","logP_10",NA
"2502","MER52_combined_F1","MER52C","motif","SP2","macFas5","logP_10",NA
"2503","MER52_combined_F1","MER52C","motif","KLF12","macFas5","logP_10",NA
"2504","MER52_combined_F1","MER52C","motif","KLF15","macFas5","logP_10",NA
"2505","MER52_combined_F1","MER52C","motif","KLF6","macFas5","logP_10",NA
"2506","MER52_combined_F1","MER52A","motif","KLF15","macFas5","logP_5","yes"
"2507","MER52_combined_F1","MER52A","motif","SP2","macFas5","logP_5",NA
"2508","MER52_combined_F1","MER52A","motif","SP1","macFas5","logP_5",NA
"2509","MER52_combined_F1","MER52A","motif","KLF3","macFas5","logP_5",NA
"2510","MER52_combined_F1","MER52A","motif","KLF10","macFas5","logP_5",NA
"2511","MER52_combined_F1","MER52A","motif","MAZ","macFas5","logP_5",NA
"2512","MER52_combined_F1","MER52A","motif","ELK4","macFas5","logP_5","yes"
"2513","MER52_combined_F1","MER52A","motif","KLF14","macFas5","logP_5",NA
"2514","MER52_combined_F1","MER52A","motif","SP8","macFas5","logP_5",NA
"2515","MER52_combined_F1","MER52A","motif","SP4","macFas5","logP_5",NA
"2516","MER52_combined_F1","MER52A","motif","KLF16","macFas5","logP_5",NA
"2517","MER52_combined_F1","MER52A","motif","PATZ1","macFas5","logP_5",NA
"2518","MER52_combined_F1","MER52A","motif","KLF11","macFas5","logP_5",NA
"2519","MER52_combined_F1","MER52A","motif","KLF15","macFas5","logP_10",NA
"2520","MER52_combined_F1","MER52A","motif","SP2","macFas5","logP_10",NA
"2521","MER52_combined_F1","MER52A","motif","SP1","macFas5","logP_10",NA
"2522","MER52_combined_F1","All","motif","SP2","panTro4","logP_5","yes"
"2523","MER52_combined_F1","All","motif","KLF15","panTro4","logP_5",NA
"2524","MER52_combined_F1","All","motif","KLF12","panTro4","logP_5",NA
"2525","MER52_combined_F1","All","motif","SP4","panTro4","logP_5",NA
"2526","MER52_combined_F1","All","motif","KLF14","panTro4","logP_5",NA
"2527","MER52_combined_F1","All","motif","KLF7","panTro4","logP_5",NA
"2528","MER52_combined_F1","All","motif","SP9","panTro4","logP_5",NA
"2529","MER52_combined_F1","All","motif","KLF11","panTro4","logP_5",NA
"2530","MER52_combined_F1","All","motif","KLF1","panTro4","logP_5",NA
"2531","MER52_combined_F1","All","motif","KLF3","panTro4","logP_5",NA
"2532","MER52_combined_F1","All","motif","ZNF148","panTro4","logP_5",NA
"2533","MER52_combined_F1","All","motif","KLF10","panTro4","logP_5",NA
"2534","MER52_combined_F1","All","motif","SP1","panTro4","logP_5",NA
"2535","MER52_combined_F1","All","motif","SP3","panTro4","logP_5",NA
"2536","MER52_combined_F1","All","motif","KLF5","panTro4","logP_5",NA
"2537","MER52_combined_F1","All","motif","KLF6","panTro4","logP_5",NA
"2538","MER52_combined_F1","All","motif","KLF2","panTro4","logP_5",NA
"2539","MER52_combined_F1","All","motif","PATZ1","panTro4","logP_5",NA
"2540","MER52_combined_F1","All","motif","KLF16","panTro4","logP_5",NA
"2541","MER52_combined_F1","All","motif","SP8","panTro4","logP_5",NA
"2542","MER52_combined_F1","All","motif","MAZ","panTro4","logP_5",NA
"2543","MER52_combined_F1","All","motif","THRB","panTro4","logP_5","yes"
"2544","MER52_combined_F1","All","motif","KLF9","panTro4","logP_5",NA
"2545","MER52_combined_F1","All","motif","ZNF281","panTro4","logP_5",NA
"2546","MER52_combined_F1","All","motif","KLF4","panTro4","logP_5","yes"
"2547","MER52_combined_F1","All","motif","TFDP1","panTro4","logP_5","yes"
"2548","MER52_combined_F1","All","motif","E2F6","panTro4","logP_5",NA
"2549","MER52_combined_F1","All","motif","SP2","panTro4","logP_10",NA
"2550","MER52_combined_F1","All","motif","KLF15","panTro4","logP_10",NA
"2551","MER52_combined_F1","All","motif","KLF12","panTro4","logP_10",NA
"2552","MER52_combined_F1","All","motif","SP4","panTro4","logP_10",NA
"2553","MER52_combined_F1","All","motif","KLF14","panTro4","logP_10",NA
"2554","MER52_combined_F1","All","motif","KLF7","panTro4","logP_10",NA
"2555","MER52_combined_F1","All","motif","SP9","panTro4","logP_10",NA
"2556","MER52_combined_F1","All","motif","KLF11","panTro4","logP_10",NA
"2557","MER52_combined_F1","All","motif","KLF1","panTro4","logP_10",NA
"2558","MER52_combined_F1","All","motif","KLF3","panTro4","logP_10",NA
"2559","MER52_combined_F1","All","motif","ZNF148","panTro4","logP_10",NA
"2560","MER52_combined_F1","All","motif","KLF10","panTro4","logP_10",NA
"2561","MER52_combined_F1","All","motif","SP1","panTro4","logP_10",NA
"2562","MER52_combined_F1","All","motif","SP3","panTro4","logP_10",NA
"2563","MER52_combined_F1","All","motif","KLF5","panTro4","logP_10",NA
"2564","MER52_combined_F1","All","motif","KLF6","panTro4","logP_10",NA
"2565","MER52_combined_F1","All","motif","KLF2","panTro4","logP_10",NA
"2566","MER52_combined_F1","All","motif","PATZ1","panTro4","logP_10",NA
"2567","MER52_combined_F1","All","motif","KLF16","panTro4","logP_10",NA
"2568","MER52_combined_F1","MER52C","motif","SP2","panTro4","logP_5","yes"
"2569","MER52_combined_F1","MER52C","motif","KLF15","panTro4","logP_5",NA
"2570","MER52_combined_F1","MER52C","motif","KLF12","panTro4","logP_5",NA
"2571","MER52_combined_F1","MER52C","motif","KLF11","panTro4","logP_5",NA
"2572","MER52_combined_F1","MER52C","motif","SP9","panTro4","logP_5",NA
"2573","MER52_combined_F1","MER52C","motif","SP4","panTro4","logP_5",NA
"2574","MER52_combined_F1","MER52C","motif","SP3","panTro4","logP_5",NA
"2575","MER52_combined_F1","MER52C","motif","KLF1","panTro4","logP_5",NA
"2576","MER52_combined_F1","MER52C","motif","KLF3","panTro4","logP_5",NA
"2577","MER52_combined_F1","MER52C","motif","KLF7","panTro4","logP_5",NA
"2578","MER52_combined_F1","MER52C","motif","ZNF148","panTro4","logP_5",NA
"2579","MER52_combined_F1","MER52C","motif","KLF16","panTro4","logP_5",NA
"2580","MER52_combined_F1","MER52C","motif","ZBTB14","panTro4","logP_5","yes"
"2581","MER52_combined_F1","MER52C","motif","KLF2","panTro4","logP_5",NA
"2582","MER52_combined_F1","MER52C","motif","KLF14","panTro4","logP_5",NA
"2583","MER52_combined_F1","MER52C","motif","KLF5","panTro4","logP_5","yes"
"2584","MER52_combined_F1","MER52C","motif","KLF6","panTro4","logP_5",NA
"2585","MER52_combined_F1","MER52A","motif","SP2","panTro4","logP_5","yes"
"2586","MER52_combined_F1","MER52A","motif","KLF15","panTro4","logP_5",NA
"2587","MER52_combined_F1","MER52A","motif","KLF12","panTro4","logP_5",NA
"2588","MER52_combined_F1","MER52A","motif","KLF14","panTro4","logP_5",NA
"2589","MER52_combined_F1","MER52A","motif","SP8","panTro4","logP_5",NA
"2590","MER52_combined_F1","MER52A","motif","KLF10","panTro4","logP_5",NA
"2591","MER52_combined_F1","MER52A","motif","SP1","panTro4","logP_5",NA
"2592","MER52_combined_F1","MER52A","motif","SP4","panTro4","logP_5",NA
"2593","MER52_combined_F1","MER52A","motif","KLF5","panTro4","logP_5",NA
"2594","MER52_combined_F1","MER52A","motif","KLF7","panTro4","logP_5",NA
"2595","MER52_combined_F1","MER52A","motif","SP9","panTro4","logP_5",NA
"2596","MER52_combined_F1","MER52A","motif","KLF11","panTro4","logP_5",NA
"2597","MER52_combined_F1","MER52A","motif","MAZ","panTro4","logP_5",NA
"2598","MER52_combined_F1","MER52A","motif","KLF1","panTro4","logP_5",NA
"2599","MER52_combined_F1","MER52A","motif","ZNF148","panTro4","logP_5",NA
"2600","MER52_combined_F1","MER52A","motif","PATZ1","panTro4","logP_5",NA
"2601","MER52_combined_F1","MER52A","motif","E2F6","panTro4","logP_5","yes"
"2602","MER52_combined_F1","MER52A","motif","SP2","panTro4","logP_10",NA
"2603","MER52_combined_F1","MER52A","motif","KLF15","panTro4","logP_10",NA
"2604","MER52_combined_F1","MER52A","motif","KLF12","panTro4","logP_10",NA
"2605","MER52_combined_F1","MER52A","motif","KLF14","panTro4","logP_10",NA
"2606","MER52_combined_F1","All","motif","SP2","hg19_panTro4","logP_5","yes"
"2607","MER52_combined_F1","All","motif","KLF15","hg19_panTro4","logP_5",NA
"2608","MER52_combined_F1","All","motif","KLF12","hg19_panTro4","logP_5",NA
"2609","MER52_combined_F1","All","motif","KLF7","hg19_panTro4","logP_5",NA
"2610","MER52_combined_F1","All","motif","SP9","hg19_panTro4","logP_5",NA
"2611","MER52_combined_F1","All","motif","KLF11","hg19_panTro4","logP_5",NA
"2612","MER52_combined_F1","All","motif","KLF14","hg19_panTro4","logP_5",NA
"2613","MER52_combined_F1","All","motif","KLF1","hg19_panTro4","logP_5",NA
"2614","MER52_combined_F1","All","motif","SP4","hg19_panTro4","logP_5",NA
"2615","MER52_combined_F1","All","motif","SP3","hg19_panTro4","logP_5",NA
"2616","MER52_combined_F1","All","motif","KLF10","hg19_panTro4","logP_5",NA
"2617","MER52_combined_F1","All","motif","KLF6","hg19_panTro4","logP_5",NA
"2618","MER52_combined_F1","All","motif","KLF3","hg19_panTro4","logP_5",NA
"2619","MER52_combined_F1","All","motif","KLF2","hg19_panTro4","logP_5",NA
"2620","MER52_combined_F1","All","motif","ZNF148","hg19_panTro4","logP_5",NA
"2621","MER52_combined_F1","All","motif","KLF5","hg19_panTro4","logP_5",NA
"2622","MER52_combined_F1","All","motif","PATZ1","hg19_panTro4","logP_5",NA
"2623","MER52_combined_F1","All","motif","SP1","hg19_panTro4","logP_5",NA
"2624","MER52_combined_F1","All","motif","KLF16","hg19_panTro4","logP_5",NA
"2625","MER52_combined_F1","All","motif","SP8","hg19_panTro4","logP_5",NA
"2626","MER52_combined_F1","All","motif","THRB","hg19_panTro4","logP_5","yes"
"2627","MER52_combined_F1","All","motif","KLF9","hg19_panTro4","logP_5",NA
"2628","MER52_combined_F1","All","motif","MAZ","hg19_panTro4","logP_5",NA
"2629","MER52_combined_F1","All","motif","ZNF281","hg19_panTro4","logP_5",NA
"2630","MER52_combined_F1","All","motif","KLF4","hg19_panTro4","logP_5","yes"
"2631","MER52_combined_F1","All","motif","SP5","hg19_panTro4","logP_5",NA
"2632","MER52_combined_F1","All","motif","ZNF135","hg19_panTro4","logP_5","yes"
"2633","MER52_combined_F1","All","motif","E2F6","hg19_panTro4","logP_5","yes"
"2634","MER52_combined_F1","All","motif","ZNF263","hg19_panTro4","logP_5",NA
"2635","MER52_combined_F1","All","motif","ZNF416","hg19_panTro4","logP_5","yes"
"2636","MER52_combined_F1","All","motif","TFDP1","hg19_panTro4","logP_5",NA
"2637","MER52_combined_F1","All","motif","ZNF449","hg19_panTro4","logP_5","yes"
"2638","MER52_combined_F1","All","motif","HIC2","hg19_panTro4","logP_5",NA
"2639","MER52_combined_F1","All","motif","SP2","hg19_panTro4","logP_10","yes"
"2640","MER52_combined_F1","All","motif","KLF15","hg19_panTro4","logP_10",NA
"2641","MER52_combined_F1","All","motif","KLF12","hg19_panTro4","logP_10",NA
"2642","MER52_combined_F1","All","motif","KLF7","hg19_panTro4","logP_10",NA
"2643","MER52_combined_F1","All","motif","SP9","hg19_panTro4","logP_10",NA
"2644","MER52_combined_F1","All","motif","KLF11","hg19_panTro4","logP_10",NA
"2645","MER52_combined_F1","All","motif","KLF14","hg19_panTro4","logP_10",NA
"2646","MER52_combined_F1","All","motif","KLF1","hg19_panTro4","logP_10",NA
"2647","MER52_combined_F1","All","motif","SP4","hg19_panTro4","logP_10",NA
"2648","MER52_combined_F1","All","motif","SP3","hg19_panTro4","logP_10",NA
"2649","MER52_combined_F1","All","motif","KLF10","hg19_panTro4","logP_10",NA
"2650","MER52_combined_F1","All","motif","KLF6","hg19_panTro4","logP_10",NA
"2651","MER52_combined_F1","All","motif","KLF3","hg19_panTro4","logP_10",NA
"2652","MER52_combined_F1","All","motif","KLF2","hg19_panTro4","logP_10",NA
"2653","MER52_combined_F1","All","motif","ZNF148","hg19_panTro4","logP_10",NA
"2654","MER52_combined_F1","All","motif","KLF5","hg19_panTro4","logP_10",NA
"2655","MER52_combined_F1","All","motif","PATZ1","hg19_panTro4","logP_10",NA
"2656","MER52_combined_F1","All","motif","SP1","hg19_panTro4","logP_10",NA
"2657","MER52_combined_F1","All","motif","KLF16","hg19_panTro4","logP_10",NA
"2658","MER52_combined_F1","All","motif","SP8","hg19_panTro4","logP_10",NA
"2659","MER52_combined_F1","All","motif","THRB","hg19_panTro4","logP_10","yes"
"2660","MER52_combined_F1","All","motif","KLF9","hg19_panTro4","logP_10",NA
"2661","MER52_combined_F1","All","motif","MAZ","hg19_panTro4","logP_10",NA
"2662","MER52_combined_F1","All","motif","ZNF281","hg19_panTro4","logP_10",NA
"2663","MER52_combined_F1","All","motif","KLF4","hg19_panTro4","logP_10","yes"
"2664","MER52_combined_F1","All","motif","SP5","hg19_panTro4","logP_10",NA
"2665","MER52_combined_F1","MER52C","motif","SP2","hg19_panTro4","logP_5","yes"
"2666","MER52_combined_F1","MER52C","motif","KLF15","hg19_panTro4","logP_5",NA
"2667","MER52_combined_F1","MER52C","motif","KLF12","hg19_panTro4","logP_5",NA
"2668","MER52_combined_F1","MER52C","motif","SP9","hg19_panTro4","logP_5",NA
"2669","MER52_combined_F1","MER52C","motif","SP3","hg19_panTro4","logP_5",NA
"2670","MER52_combined_F1","MER52C","motif","KLF11","hg19_panTro4","logP_5",NA
"2671","MER52_combined_F1","MER52C","motif","SP4","hg19_panTro4","logP_5",NA
"2672","MER52_combined_F1","MER52C","motif","KLF16","hg19_panTro4","logP_5",NA
"2673","MER52_combined_F1","MER52C","motif","KLF1","hg19_panTro4","logP_5",NA
"2674","MER52_combined_F1","MER52C","motif","KLF7","hg19_panTro4","logP_5",NA
"2675","MER52_combined_F1","MER52C","motif","KLF2","hg19_panTro4","logP_5",NA
"2676","MER52_combined_F1","MER52C","motif","KLF3","hg19_panTro4","logP_5",NA
"2677","MER52_combined_F1","MER52C","motif","KLF14","hg19_panTro4","logP_5",NA
"2678","MER52_combined_F1","MER52C","motif","KLF5","hg19_panTro4","logP_5","yes"
"2679","MER52_combined_F1","MER52C","motif","KLF6","hg19_panTro4","logP_5",NA
"2680","MER52_combined_F1","MER52C","motif","KLF10","hg19_panTro4","logP_5",NA
"2681","MER52_combined_F1","MER52C","motif","ZNF148","hg19_panTro4","logP_5",NA
"2682","MER52_combined_F1","MER52C","motif","PATZ1","hg19_panTro4","logP_5",NA
"2683","MER52_combined_F1","MER52C","motif","ZBTB14","hg19_panTro4","logP_5","yes"
"2684","MER52_combined_F1","MER52C","motif","KLF4","hg19_panTro4","logP_5",NA
"2685","MER52_combined_F1","MER52C","motif","SP1","hg19_panTro4","logP_5",NA
"2686","MER52_combined_F1","MER52C","motif","SP2","hg19_panTro4","logP_10","yes"
"2687","MER52_combined_F1","MER52C","motif","KLF15","hg19_panTro4","logP_10",NA
"2688","MER52_combined_F1","MER52C","motif","KLF12","hg19_panTro4","logP_10",NA
"2689","MER52_combined_F1","MER52C","motif","SP9","hg19_panTro4","logP_10",NA
"2690","MER52_combined_F1","MER52C","motif","SP3","hg19_panTro4","logP_10",NA
"2691","MER52_combined_F1","MER52C","motif","KLF11","hg19_panTro4","logP_10",NA
"2692","MER52_combined_F1","MER52C","motif","SP4","hg19_panTro4","logP_10",NA
"2693","MER52_combined_F1","MER52C","motif","KLF16","hg19_panTro4","logP_10",NA
"2694","MER52_combined_F1","MER52C","motif","KLF1","hg19_panTro4","logP_10",NA
"2695","MER52_combined_F1","MER52C","motif","KLF7","hg19_panTro4","logP_10",NA
"2696","MER52_combined_F1","MER52C","motif","KLF2","hg19_panTro4","logP_10",NA
"2697","MER52_combined_F1","MER52C","motif","KLF3","hg19_panTro4","logP_10",NA
"2698","MER52_combined_F1","MER52C","motif","KLF14","hg19_panTro4","logP_10",NA
"2699","MER52_combined_F1","MER52C","motif","KLF5","hg19_panTro4","logP_10","yes"
"2700","MER52_combined_F1","MER52C","motif","KLF6","hg19_panTro4","logP_10",NA
"2701","MER52_combined_F1","MER52C","motif","KLF10","hg19_panTro4","logP_10",NA
"2702","MER52_combined_F1","MER52A","motif","SP2","hg19_panTro4","logP_5","yes"
"2703","MER52_combined_F1","MER52A","motif","KLF15","hg19_panTro4","logP_5",NA
"2704","MER52_combined_F1","MER52A","motif","KLF12","hg19_panTro4","logP_5",NA
"2705","MER52_combined_F1","MER52A","motif","SP8","hg19_panTro4","logP_5",NA
"2706","MER52_combined_F1","MER52A","motif","KLF7","hg19_panTro4","logP_5",NA
"2707","MER52_combined_F1","MER52A","motif","KLF10","hg19_panTro4","logP_5",NA
"2708","MER52_combined_F1","MER52A","motif","KLF14","hg19_panTro4","logP_5",NA
"2709","MER52_combined_F1","MER52A","motif","KLF11","hg19_panTro4","logP_5",NA
"2710","MER52_combined_F1","MER52A","motif","SP1","hg19_panTro4","logP_5",NA
"2711","MER52_combined_F1","MER52A","motif","KLF1","hg19_panTro4","logP_5",NA
"2712","MER52_combined_F1","MER52A","motif","SP9","hg19_panTro4","logP_5",NA
"2713","MER52_combined_F1","MER52A","motif","SP4","hg19_panTro4","logP_5",NA
"2714","MER52_combined_F1","MER52A","motif","KLF5","hg19_panTro4","logP_5",NA
"2715","MER52_combined_F1","MER52A","motif","SP3","hg19_panTro4","logP_5",NA
"2716","MER52_combined_F1","MER52A","motif","MAZ","hg19_panTro4","logP_5",NA
"2717","MER52_combined_F1","MER52A","motif","PATZ1","hg19_panTro4","logP_5",NA
"2718","MER52_combined_F1","MER52A","motif","ZNF148","hg19_panTro4","logP_5",NA
"2719","MER52_combined_F1","MER52A","motif","KLF16","hg19_panTro4","logP_5",NA
"2720","MER52_combined_F1","MER52A","motif","E2F6","hg19_panTro4","logP_5","yes"
"2721","MER52_combined_F1","MER52A","motif","KLF6","hg19_panTro4","logP_5",NA
"2722","MER52_combined_F1","MER52A","motif","KLF2","hg19_panTro4","logP_5",NA
"2723","MER52_combined_F1","MER52A","motif","ZNF281","hg19_panTro4","logP_5",NA
