,subfamily,species,subfamily.species,Order,family.group,functional.group,family.cluster,subfamily2_1,subfamily2_2,Y.axis,family.count_200bp,subfamily.count_200bp,tree,treeOrder,Node_ID,liftover_count.macque,perC.macque,Subfamily_color,functional.group.original,instance.cluster.name,subfamily.cluster.order,functional.group.order,branch.length.ToKeptNode
120,MER61A_g2,hg19,h_MER61A_g2,20,G18,PG1,LTR25,MER61A,2,G18 PG1,735,82,Step21_hg19_G18_v1,7,Node39/97,73,0.890243902,#7DE656,FG9,MER61A_c2,2,1,0.260166985
121,MER61A_g9,hg19,h_MER61A_g9,21,G18,PG1,LTR25,MER61A,9,G18 PG1,735,19,Step21_hg19_G18_v1,7,Node215/99,18,0.947368421,#DCA3C6,FG9,MER61A_c9,2,1,0.28602429
122,MER61A_g5,hg19,h_MER61A_g5,22,G18,PG1,LTR25,MER61A,5,G18 PG1,735,27,Step21_hg19_G18_v1,7,Node40/97,24,0.888888889,#D8D3CC,FG9,MER61A_c5,2,1,0.25793095
123,MER61A_g11,hg19,h_MER61A_g11,23,G18,PG1,LTR25,MER61A,11,G18 PG1,735,17,Step21_hg19_G18_v1,7,Node203/100,6,0.352941176,#D5A162,FG9,MER61A_c11,2,1,0.330838867
124,MER61A_g1,hg19,h_MER61A_g1,24,G18,PG2,LTR25,MER61A,1,G18 PG2,735,356,Step21_hg19_G18_v1,7,Node77/98,291,0.81741573,#6BDFA2,FG10,MER61A_c1,2,2,0.324533096
125,MER61A_g10,hg19,h_MER61A_g10,25,G18,PG2,LTR25,MER61A,10,G18 PG2,735,18,Step21_hg19_G18_v1,7,Node106/97,15,0.833333333,#867BD9,FG10,MER61A_c10,2,2,0.371102388
126,MER61A_g7,hg19,h_MER61A_g7,26,G18,PG2,LTR25,MER61A,7,G18 PG2,735,22,Step21_hg19_G18_v1,7,Node154/97,21,0.954545455,#84DDDA,FG10,MER61A_c7,2,2,0.381607854
127,MER61A_g8,hg19,h_MER61A_g8,27,G18,PG2,LTR25,MER61A,8,G18 PG2,735,19,Step21_hg19_G18_v1,7,Node145/97,17,0.894736842,#DA605C,FG10,MER61A_c8,2,2,0.367474837
128,MER61B_g6,hg19,h_MER61B_g6,28,G18,PG1,LTR25,MER61B,6,G18 PG1,383,17,Step21_hg19_G18_v1,7,Node56/99,14,0.823529412,#73DCE2,FG7,MER61B_c6,2,1,0.084890393
129,MER61C_g7,hg19,h_MER61C_g7,29,G18,PG1,LTR25,MER61C,7,G18 PG1,279,12,Step21_hg19_G18_v1,7,Node33/99,2,0.166666667,#DAD55E,FG7,MER61C_c7,2,1,0.102620495
130,MER61B_g12,hg19,h_MER61B_g12,30,G18,PG1,LTR25,MER61B,12,G18 PG1,383,12,Step21_hg19_G18_v1,7,Node63/99,8,0.666666667,#BC45E2,FG7,MER61B_c12,2,1,0.084205004
131,MER61C_g1,hg19,h_MER61C_g1,31,G18,PG1,LTR25,MER61C,1,G18 PG1,279,100,Step21_hg19_G18_v1,7,Node28/99,80,0.8,#DA58CF,FG5,MER61C_c1,2,1,0.0973243
132,MER61C_g3,hg19,h_MER61C_g3,32,G18,PG3,LTR25,MER61C,3,G18 PG3,279,33,Step21_hg19_G18_v1,7,Node69/97,30,0.909090909,#8755DF,FG5,MER61C_c3,2,3,0.141873203
133,MER61C_g8,hg19,h_MER61C_g8,33,G18,PG3,LTR25,MER61C,8,G18 PG3,279,11,Step21_hg19_G18_v1,7,Node75/99,2,0.181818182,#DC90BF,FG5,MER61C_c8,2,3,0.244524234
134,MER61C_g2,hg19,h_MER61C_g2,34,G18,PG3,LTR25,MER61C,2,G18 PG3,279,39,Step21_hg19_G18_v1,7,Node72/96,35,0.897435897,#7EE36C,FG5,MER61C_c2,2,3,0.184125826
135,MER61C_g5,hg19,h_MER61C_g5,35,G18,PG3,LTR25,MER61C,5,G18 PG3,279,13,Step21_hg19_G18_v1,7,Node71/99,11,0.846153846,#D88261,FG5,MER61C_c5,2,3,0.181564848
136,MER61D_g3,hg19,h_MER61D_g3,36,G18,PG3,LTR25,MER61D,3,G18 PG3,226,38,Step21_hg19_G18_v1,7,Node53/99,32,0.842105263,#DC7E75,FG5,MER61D_c3,2,3,0.166177419
137,MER61D_g4,hg19,h_MER61D_g4,37,G18,PG3,LTR25,MER61D,4,G18 PG3,226,14,Step21_hg19_G18_v1,7,Node54/96,12,0.857142857,#BD89D3,FG5,MER61D_c4,2,3,0.169993976
138,MER61D_g2,hg19,h_MER61D_g2,38,G18,PG3,LTR25,MER61D,2,G18 PG3,226,64,Step21_hg19_G18_v1,7,Node40/99,60,0.9375,#88E469,FG5,MER61D_c2,2,3,0.187722781
139,MER61D_g5,hg19,h_MER61D_g5,39,G18,PG4,LTR25,MER61D,5,G18 PG4,226,13,Step21_hg19_G18_v1,7,Node33/98,10,0.769230769,#DAD1C9,FG4,MER61D_c5,2,4,0.28012899
140,MER61D_g1,hg19,h_MER61D_g1,40,G18,PG4,LTR25,MER61D,1,G18 PG4,226,75,Step21_hg19_G18_v1,7,Node2/96,57,0.76,#90AFD3,FG4,MER61D_c1,2,4,0.273767827
141,MER61D_g6,hg19,h_MER61D_g6,41,G18,PG4,LTR25,MER61D,6,G18 PG4,226,11,Step21_hg19_G18_v1,7,Node6/96,10,0.909090909,#BB4FD7,FG4,MER61D_c6,2,4,0.310151869
142,MER61D_g7,hg19,h_MER61D_g7,42,G18,PG4,LTR25,MER61D,7,G18 PG4,226,10,Step21_hg19_G18_v1,7,Node11/97,10,1,#8AE0C7,FG4,MER61D_c7,2,4,0.308006589
143,MER61E_g4,hg19,h_MER61E_g4,43,G18,PG5,LTR25,MER61E,4,G18 PG5,223,11,Step21_hg19_G18_v1,7,Node13/100,9,0.818181818,#A7DAC8,FG3,MER61E_c4,2,5,0.656000863
144,MER61E_g2,hg19,h_MER61E_g2,44,G18,PG5,LTR25,MER61E,2,G18 PG5,223,15,Step21_hg19_G18_v1,7,Node29/98,7,0.466666667,#BE5CD3,FG3,MER61E_c2,2,5,0.566707838
145,MER61E_g1,hg19,h_MER61E_g1,45,G18,PG5,LTR25,MER61E,1,G18 PG5,223,159,Step21_hg19_G18_v1,7,Node36/100,123,0.773584906,#B3A5D5,FG3,MER61E_c1,2,5,0.45915222
146,MER61E_g3,hg19,h_MER61E_g3,46,G18,PG5,LTR25,MER61E,3,G18 PG5,223,12,Step21_hg19_G18_v1,7,Node49/100,1,0.083333333,#B4DE6F,FG3,MER61E_c3,2,5,0.515344706
147,MER61F_g4,hg19,h_MER61F_g4,47,G18,PG6,LTR25,MER61F,4,G18 PG6,122,15,Step21_hg19_G18_v1,7,Node4/100,12,0.8,#D6D07B,FG2,MER61F_c4,2,6,0.572212285
148,MER61F_g3,hg19,h_MER61F_g3,48,G18,PG6,LTR25,MER61F,3,G18 PG6,122,17,Step21_hg19_G18_v1,7,Node1/,14,0.823529412,#DE8983,FG2,MER61F_c3,2,6,0.574610935
149,MER61F_g1,hg19,h_MER61F_g1,49,G18,PG6,LTR25,MER61F,1,G18 PG6,122,42,Step21_hg19_G18_v1,7,Node16/99,27,0.642857143,#BF5AD5,FG2,MER61F_c1,2,6,0.61837118
150,MER61F_g5,hg19,h_MER61F_g5,50,G18,PG6,LTR25,MER61F,5,G18 PG6,122,12,Step21_hg19_G18_v1,7,Node30/100,0,0,#86E471,FG2,MER61F_c5,2,6,0.714320854
151,MER61F_g2,hg19,h_MER61F_g2,51,G18,PG6,LTR25,MER61F,2,G18 PG6,122,26,Step21_hg19_G18_v1,7,Node20/100,19,0.730769231,#A3D9CE,FG2,MER61F_c2,2,6,0.665472496
152,LTR25_g3,hg19,h_LTR25_g3,52,G18,PG7,LTR25,LTR25,3,G18 PG7,208,23,Step21_hg19_G18_v1,7,Node93/99,19,0.826086957,#D8D2BF,FG1,LTR25_c3,2,7,0.612199877
153,LTR25_g8,hg19,h_LTR25_g8,53,G18,PG7,LTR25,LTR25,8,G18 PG7,208,10,Step21_hg19_G18_v1,7,Node85/100,1,0.1,#8EE65A,FG1,LTR25_c8,2,7,0.637052564
154,LTR25_g1,hg19,h_LTR25_g1,54,G18,PG7,LTR25,LTR25,1,G18 PG7,208,57,Step21_hg19_G18_v1,7,Node4/100,19,0.333333333,#7E8CD5,FG1,LTR25_c1,2,7,0.583959591
155,LTR25_g5,hg19,h_LTR25_g5,55,G18,PG7,LTR25,LTR25,5,G18 PG7,208,11,Step21_hg19_G18_v1,7,Node24/96,5,0.454545455,#D7CF6C,FG1,LTR25_c5,2,7,0.618371362
156,LTR25_g4,hg19,h_LTR25_g4,56,G18,PG7,LTR25,LTR25,4,G18 PG7,208,20,Step21_hg19_G18_v1,7,Node25/97,4,0.2,#D87764,FG1,LTR25_c4,2,7,0.62460288
157,LTR25_g7,hg19,h_LTR25_g7,57,G18,PG7,LTR25,LTR25,7,G18 PG7,208,10,Step21_hg19_G18_v1,7,Node52/100,0,0,#8BCDD9,FG1,LTR25_c7,2,7,0.84718478
158,LTR25_g2,hg19,h_LTR25_g2,58,G18,PG7,LTR25,LTR25,2,G18 PG7,208,36,Step21_hg19_G18_v1,7,Node27/97,19,0.527777778,#86E1B0,FG1,LTR25_c2,2,7,0.64021029
159,LTR25_g6,hg19,h_LTR25_g6,59,G18,PG7,LTR25,LTR25,6,G18 PG7,208,11,Step21_hg19_G18_v1,7,Node31/99,8,0.727272727,#D99ECB,FG1,LTR25_c6,2,7,0.659632318
160,11D|N8|24,hg19,11D_b,1,G19,PG1,MER11D,MER11D,2,G19 PG1,242,24,Step21_hg19_G19_v1,1,"Node8/99:MER11D(24,1)",7,0.291666667,#CC9CB8,FG1,11D_c3,17,1,2.6224E-06
161,11D|N9|48,hg19,11D_c,2,G19,PG1,MER11D,MER11D,3,G19 PG1,242,48,Step21_hg19_G19_v1,1,"Node9/96:MER11D(48,1)",7,0.145833333,#9CD7C8,FG1,11D_c2,17,1,0.006738766
162,11D|N10|158,hg19,11D_a,3,G19,PG2,MER11D,MER11D,1,G19 PG2,242,157,Step21_hg19_G19_v1,1,"Node10/96:MER11D(158,1)",4,0.025316456,#BCD76F,FG1,11D_c1,17,2,0.017929331
164,LTR5B_g10,hg19,h_LTR5B_g10,1,G2,PG1,LTR5,LTR5B,10,G2 PG1,375,15,Step21_hg19_G2_v1,1,Node89/100,7,0.466666667,#8494D8,FG1,LTR5B_c10,4,1,2.4938E-06
165,LTR5B_g4,hg19,h_LTR5B_g4,2,G2,PG2,LTR5,LTR5B,4,G2 PG2,375,31,Step21_hg19_G2_v1,1,Node97/99,16,0.516129032,#CEDCB2,FG1,LTR5B_c4,4,2,0.064726944
166,LTR5B_g6,hg19,h_LTR5B_g6,3,G2,PG2,LTR5,LTR5B,6,G2 PG2,375,30,Step21_hg19_G2_v1,1,Node98/98,15,0.5,#D4BCCD,FG1,LTR5B_c6,4,2,0.077972695
167,LTR5B_g7,hg19,h_LTR5B_g7,4,G2,PG2,LTR5,LTR5B,7,G2 PG2,375,21,Step21_hg19_G2_v1,1,Node111/99,14,0.666666667,#DC6B6D,FG1,LTR5B_c7,4,2,0.077323771
168,LTR5B_g9,hg19,h_LTR5B_g9,5,G2,PG2,LTR5,LTR5B,9,G2 PG2,375,20,Step21_hg19_G2_v1,1,Node50/98,14,0.7,#B150DC,FG1,LTR5B_c9,4,2,0.093921325
169,LTR5B_g1,hg19,h_LTR5B_g1,6,G2,PG3,LTR5,LTR5B,1,G2 PG3,375,68,Step21_hg19_G2_v1,1,Node1/,31,0.455882353,#D87DC9,FG2,LTR5B_c1,4,3,0.134001736
170,LTR5A_g6,hg19,h_LTR5A_g6,7,G2,PG4,LTR5,LTR5A,6,G2 PG4,253,10,Step21_hg19_G2_v1,1,Node61/100,0,0,#BE5AD6,FG2,LTR5A_c6,4,4,0.179955893
171,LTR5B_g3,hg19,h_LTR5B_g3,8,G2,PG4,LTR5,LTR5B,3,G2 PG4,375,42,Step21_hg19_G2_v1,1,Node11/96,1,0.023809524,#81E557,FG2,LTR5B_c3,4,4,0.175214827
172,LTR5A_g3,hg19,h_LTR5A_g3,9,G2,PG4,LTR5,LTR5A,3,G2 PG4,253,20,Step21_hg19_G2_v1,1,Node9/100,0,0,#84DCCB,FG2,LTR5A_c3,4,4,0.261763315
173,LTR5A_g5,hg19,h_LTR5A_g5,10,G2,PG4,LTR5,LTR5A,5,G2 PG4,253,13,Step21_hg19_G2_v1,1,Node3/97,0,0,#A79BD5,FG2,LTR5A_c5,4,4,0.221129741
174,LTR5A_g1,hg19,h_LTR5A_g1,11,G2,PG4,LTR5,LTR5A,1,G2 PG4,253,148,Step21_hg19_G2_v1,1,Node1/,0,0,#D1CECB,FG2,LTR5A_c1,4,4,0.195169353
175,LTR5A_g2,hg19,h_LTR5A_g2,12,G2,PG4,LTR5,LTR5A,2,G2 PG4,253,35,Step21_hg19_G2_v1,1,Node34/99,0,0,#DC7E79,FG2,LTR5A_c2,4,4,0.232910973
176,LTR5A_g4,hg19,h_LTR5A_g4,13,G2,PG4,LTR5,LTR5A,4,G2 PG4,253,14,Step21_hg19_G2_v1,1,Node48/99,0,0,#D5D077,FG2,LTR5A_c4,4,4,0.215269798
177,LTR5B_g2,hg19,h_LTR5B_g2,14,G2,PG1,LTR5,LTR5B,2,G2 PG1,375,55,Step21_hg19_G2_v1,1,Node54/100,31,0.563636364,#D5A162,FG3,LTR5B_c2,4,1,0.04052981
178,LTR5B_g8,hg19,h_LTR5B_g8,15,G2,PG1,LTR5,LTR5B,8,G2 PG1,375,21,Step21_hg19_G2_v1,1,Node57/100,12,0.571428571,#74E0A9,FG3,LTR5B_c8,4,1,0.057156948
179,LTR5B_g5,hg19,h_LTR5B_g5,16,G2,PG5,LTR5,LTR5B,5,G2 PG5,375,30,Step21_hg19_G2_v1,1,Node63/97,3,0.1,#D8DF6A,FG3,LTR5B_c5,4,5,0.089270169
180,LTR5_Hs_g6,hg19,h_LTR5_Hs_g6,17,G2,PG5,LTR5,LTR5_Hs,6,G2 PG5,604,29,Step21_hg19_G2_v1,1,Node174/98,0,0,#B745E2,FG3,LTR5_Hs_c6,4,5,0.092384508
181,LTR5_Hs_g5,hg19,h_LTR5_Hs_g5,18,G2,PG5,LTR5,LTR5_Hs,5,G2 PG5,604,36,Step21_hg19_G2_v1,1,Node173/96,0,0,#88AACF,FG3,LTR5_Hs_c5,4,5,0.107563503
182,LTR5_Hs_g10,hg19,h_LTR5_Hs_g10,19,G2,PG5,LTR5,LTR5_Hs,10,G2 PG5,604,15,Step21_hg19_G2_v1,1,Node199/96,0,0,#C6DDA4,FG3,LTR5_Hs_c10,4,5,0.117175508
183,LTR5_Hs_g4,hg19,h_LTR5_Hs_g4,20,G2,PG5,LTR5,LTR5_Hs,4,G2 PG5,604,39,Step21_hg19_G2_v1,1,Node163/97,0,0,#7FDED9,FG3,LTR5_Hs_c4,4,5,0.121172981
184,LTR5_Hs_g8,hg19,h_LTR5_Hs_g8,21,G2,PG5,LTR5,LTR5_Hs,8,G2 PG5,604,24,Step21_hg19_G2_v1,1,Node5/99,0,0,#D6D4CD,FG3,LTR5_Hs_c8,4,5,0.129864079
185,LTR5_Hs_g12,hg19,h_LTR5_Hs_g12,22,G2,PG5,LTR5,LTR5_Hs,12,G2 PG5,604,10,Step21_hg19_G2_v1,1,Node7/99,0,0,#DCA4C6,FG4,LTR5_Hs_c12,4,5,0.147455199
186,LTR5_Hs_g7,hg19,h_LTR5_Hs_g7,23,G2,PG5,LTR5,LTR5_Hs,7,G2 PG5,604,26,Step21_hg19_G2_v1,1,Node10/99,0,0,#7BE94E,FG4,LTR5_Hs_c7,4,5,0.166009663
187,LTR5_Hs_g9,hg19,h_LTR5_Hs_g9,24,G2,PG5,LTR5,LTR5_Hs,9,G2 PG5,604,23,Step21_hg19_G2_v1,1,Node12/96,0,0,#D4DF64,FG4,LTR5_Hs_c9,4,5,0.16991403
188,LTR5_Hs_g11,hg19,h_LTR5_Hs_g11,25,G2,PG5,LTR5,LTR5_Hs,11,G2 PG5,604,10,Step21_hg19_G2_v1,1,Node122/99,0,0,#DA605C,FG4,LTR5_Hs_c11,4,5,0.185014049
189,LTR5_Hs_g2,hg19,h_LTR5_Hs_g2,26,G2,PG5,LTR5,LTR5_Hs,2,G2 PG5,604,60,Step21_hg19_G2_v1,1,Node14/100,0,0,#6ADC97,FG4,LTR5_Hs_c2,4,5,0.190728804
190,LTR5_Hs_g3,hg19,h_LTR5_Hs_g3,27,G2,PG5,LTR5,LTR5_Hs,3,G2 PG5,604,53,Step21_hg19_G2_v1,1,Node15/96,0,0,#DB6BC6,FG4,LTR5_Hs_c3,4,5,0.208097889
191,LTR5_Hs_g1,hg19,h_LTR5_Hs_g1,28,G2,PG6,LTR5,LTR5_Hs,1,G2 PG6,604,258,Step21_hg19_G2_v1,1,Node16/100,0,0,#D5A263,FG5,LTR5_Hs_c1,4,6,0.238919541
192,LTR5_g0,hg19,h_LTR5_g0,29,G2,PG5,LTR5,LTR5,0,G2 PG5,5,5,Step21_hg19_G2_v1,1,-,0,0,-,FG4,LTR5_c0,4,5,0.205455407
193,LTR6A_g9,hg19,h_LTR6A_g9,1,G3,PG1,LTR6,LTR6A,9,G3 PG1,231,10,Step21_hg19_G3_v1,3,Node62/97,3,0.3,#8657DF,FG1,LTR6A_c9,7,1,1.1451E-06
194,LTR6A_g4,hg19,h_LTR6A_g4,2,G3,PG1,LTR6,LTR6A,4,G3 PG1,231,14,Step21_hg19_G3_v1,3,Node50/100,0,0,#80D4D9,FG1,LTR6A_c4,7,1,0.118857467
195,LTR6A_g3,hg19,h_LTR6A_g3,3,G3,PG1,LTR6,LTR6A,3,G3 PG1,231,16,Step21_hg19_G3_v1,3,Node40/98,0,0,#D67C5D,FG1,LTR6A_c3,7,1,0.12507953
196,LTR6A_g2,hg19,h_LTR6A_g2,4,G3,PG2,LTR6,LTR6A,2,G3 PG2,231,16,Step21_hg19_G3_v1,3,Node22/100,0,0,#D5D1C7,FG2,LTR6A_c2,7,2,0.230997572
197,LTR6A_g7,hg19,h_LTR6A_g7,5,G3,PG2,LTR6,LTR6A,7,G3 PG2,231,10,Step21_hg19_G3_v1,3,Node11/96,0,0,#99E658,FG2,LTR6A_c7,7,2,0.283117636
198,LTR6A_g8,hg19,h_LTR6A_g8,6,G3,PG1,LTR6,LTR6A,8,G3 PG1,231,10,Step21_hg19_G3_v1,3,Node120/97,1,0.1,#929DD8,FG1,LTR6A_c8,7,1,0.035249042
199,LTR6A_g1,hg19,h_LTR6A_g1,7,G3,PG3,LTR6,LTR6A,1,G3 PG3,231,54,Step21_hg19_G3_v1,3,Node66/100,15,0.277777778,#89E1AB,FG3,LTR6A_c1,7,3,0.150849486
200,LTR6A_g6,hg19,h_LTR6A_g6,8,G3,PG1,LTR6,LTR6A,6,G3 PG1,231,10,Step21_hg19_G3_v1,3,Node101/100,0,0,#DA5CD0,FG3,LTR6A_c6,7,1,0.090705192
201,LTR6A_g5,hg19,h_LTR6A_g5,9,G3,PG1,LTR6,LTR6A,5,G3 PG1,231,11,Step21_hg19_G3_v1,3,Node111/97,4,0.363636364,#DC92BC,FG3,LTR6A_c5,7,1,0.08057108
202,LTR6B_g1,hg19,h_LTR6B_g1,10,G3,PG4,LTR6,LTR6B,1,G3 PG4,147,114,Step21_hg19_G3_v1,3,Node3/100,0,0,#B3DD7B,FG4,LTR6B_c1,7,4,0.127556235
203,LTR6B_g2,hg19,h_LTR6B_g2,11,G3,PG4,LTR6,LTR6B,2,G3 PG4,147,13,Step21_hg19_G3_v1,3,Node4/98,0,0,#B870D5,FG4,LTR6B_c2,7,4,0.16858755
204,LTR6B_g3,hg19,h_LTR6B_g3,12,G3,PG4,LTR6,LTR6B,3,G3 PG4,147,11,Step21_hg19_G3_v1,3,Node12/100,0,0,#A8CFD2,FG4,LTR6B_c3,7,4,0.223927592
205,LTR2_g12,hg19,h_LTR2_g12,1,G4,PG1,LTR2,LTR2,12,G4 PG1,811,10,Step21_hg19_G4_v1,2,Node124/100,9,0.9,#AADDAF,FG1,LTR2_c12,8,1,0.036974504
206,LTR2_g14,hg19,h_LTR2_g14,2,G4,PG1,LTR2,LTR2,14,G4 PG1,811,10,Step21_hg19_G4_v1,2,Node8/96,7,0.7,#DB6CC6,FG1,LTR2_c14,8,1,0.099452591
207,LTR2_g6,hg19,h_LTR2_g6,3,G4,PG2,LTR2,LTR2,6,G4 PG2,811,24,Step21_hg19_G4_v1,2,Node213/100,18,0.75,#DD5E5F,FG1,LTR2_c6,8,2,0.249600995
208,LTR2C_g4,hg19,h_LTR2C_g4,4,G4,PG2,LTR2,LTR2C,4,G4 PG2,170,27,Step21_hg19_G4_v1,2,Node2/100,11,0.407407407,#BD5CD5,FG1,LTR2C_c4,8,2,0.249600995
209,LTR2C_g1,hg19,h_LTR2C_g1,5,G4,PG3,LTR2,LTR2C,1,G4 PG3,170,51,Step21_hg19_G4_v1,2,Node13/98,14,0.274509804,#B1A5D6,FG2,LTR2C_c1,8,3,0.260782041
210,LTR2C_g2,hg19,h_LTR2C_g2,6,G4,PG3,LTR2,LTR2C,2,G4 PG3,170,41,Step21_hg19_G4_v1,2,Node14/96,0,0,#D6CF83,FG2,LTR2C_c2,8,3,0.285675712
211,LTR2C_g3,hg19,h_LTR2C_g3,7,G4,PG3,LTR2,LTR2C,3,G4 PG3,170,28,Step21_hg19_G4_v1,2,Node36/97,11,0.392857143,#DE8781,FG2,LTR2C_c3,8,3,0.261320407
212,LTR2C_g5,hg19,h_LTR2C_g5,8,G4,PG3,LTR2,LTR2C,5,G4 PG3,170,18,Step21_hg19_G4_v1,2,Node37/97,2,0.111111111,#9DDBCF,FG2,LTR2C_c5,8,3,0.266274164
213,LTR2_g13,hg19,h_LTR2_g13,9,G4,PG1,LTR2,LTR2,13,G4 PG1,811,10,Step21_hg19_G4_v1,2,Node133/100,4,0.4,#CEE461,FG3,LTR2_c13,8,1,0.248677843
214,LTR2_g8,hg19,h_LTR2_g8,10,G4,PG1,LTR2,LTR2,8,G4 PG1,811,20,Step21_hg19_G4_v1,2,Node144/98,14,0.7,#D49F92,FG3,LTR2_c8,8,1,0.131164809
215,LTR2_g9,hg19,h_LTR2_g9,11,G4,PG1,LTR2,LTR2,9,G4 PG1,811,16,Step21_hg19_G4_v1,2,Node186/96,12,0.75,#74DCD9,FG3,LTR2_c9,8,1,0.114141399
216,LTR2_g11,hg19,h_LTR2_g11,12,G4,PG1,LTR2,LTR2,11,G4 PG1,811,13,Step21_hg19_G4_v1,2,Node156/99,10,0.769230769,#D3A34A,FG3,LTR2_c11,8,1,0.150500253
217,LTR2_g5,hg19,h_LTR2_g5,13,G4,PG1,LTR2,LTR2,5,G4 PG1,811,47,Step21_hg19_G4_v1,2,Node153/99,35,0.744680851,#8277D8,FG3,LTR2_c5,8,1,0.138293166
218,LTR2_g10,hg19,h_LTR2_g10,14,G4,PG1,LTR2,LTR2,10,G4 PG1,811,14,Step21_hg19_G4_v1,2,Node169/99,11,0.785714286,#B845E1,FG3,LTR2_c10,8,1,0.13015491
219,LTR2_g1,hg19,h_LTR2_g1,15,G4,PG1,LTR2,LTR2,1,G4 PG1,811,334,Step21_hg19_G4_v1,2,Node9/100,178,0.532934132,#D3DBDA,FG3,LTR2_c1,8,1,0.13437208
220,LTR2_g7,hg19,h_LTR2_g7,16,G4,PG1,LTR2,LTR2,7,G4 PG1,811,22,Step21_hg19_G4_v1,2,Node65/97,8,0.363636364,#7FA5CD,FG3,LTR2_c7,8,1,0.161905544
221,LTR2_g2,hg19,h_LTR2_g2,17,G4,PG1,LTR2,LTR2,2,G4 PG1,811,152,Step21_hg19_G4_v1,2,Node29/99,0,0,#67DE96,FG3,LTR2_c2,8,1,0.163344151
222,LTR2_g4,hg19,h_LTR2_g4,18,G4,PG1,LTR2,LTR2,4,G4 PG1,811,48,Step21_hg19_G4_v1,2,Node28/97,11,0.229166667,#DAD998,FG3,LTR2_c4,8,1,0.154685567
223,LTR2_g3,hg19,h_LTR2_g3,19,G4,PG1,LTR2,LTR2,3,G4 PG1,811,62,Step21_hg19_G4_v1,2,Node71/97,18,0.290322581,#74E84A,FG3,LTR2_c3,8,1,0.152319339
224,LTR2B_g5,hg19,h_LTR2B_g5,20,G4,PG4,LTR2,LTR2B,5,G4 PG4,307,11,Step21_hg19_G4_v1,2,Node3/100,1,0.090909091,#DD8979,FG4,LTR2B_c5,8,4,0.263656977
225,LTR2B_g3,hg19,h_LTR2B_g3,21,G4,PG4,LTR2,LTR2B,3,G4 PG4,307,20,Step21_hg19_G4_v1,2,Node1/,3,0.15,#81E1B2,FG4,LTR2B_c3,8,4,0.28638384
226,LTR2B_g2,hg19,h_LTR2B_g2,22,G4,PG4,LTR2,LTR2B,2,G4 PG4,307,21,Step21_hg19_G4_v1,2,Node11/97,0,0,#C0DA67,FG4,LTR2B_c2,8,4,0.362787699
