"","uniqueID","mark","family","family.count_200bp","subfamily","node","subfamily.count_200bp","intersect.count","intersect.count_200bp","subfamily.color","pvalue","mean.value","sd.value","log2FC","perC"
"723","E003-H3K9me3 LTR7 LTR7_g11","E003-H3K9me3","LTR7",2268,"LTR7_g11","Node115/96",12,0,0,"#5FE7CC",2,0.42,0.684311937849128,-0.505890929729957,0
"724","E003-H3K9me3 LTR7 LTR7_g12","E003-H3K9me3","LTR7",2268,"LTR7_g12","Node396/100",12,0,0,"#D1C8E4",2,0.56,0.756386946027768,-0.641546029087524,0
"725","E003-H3K9me3 LTR7 LTR7_g13","E003-H3K9me3","LTR7",2268,"LTR7_g13","Node457/98",12,0,0,"#84D8E3",2,0.39,0.54855181241984,-0.475084882948783,0
"726","E003-H3K9me3 LTR7 LTR7_g14","E003-H3K9me3","LTR7",2268,"LTR7_g14","Node65/99",12,0,0,"#D9DF4E",2,0.7,0.717740562565274,-0.765534746362977,0
"727","E003-H3K9me3 LTR7 LTR7_g15","E003-H3K9me3","LTR7",2268,"LTR7_g15","Node217/97",10,1,1,"#DBDB92",1.1,0.74,0.811781928223276,0.200912693925996,0.1
"728","E003-H3K9me3 LTR7 LTR7_g16","E003-H3K9me3","LTR7",2268,"LTR7_g16","Node406/99",10,1,1,"#DB5D5D",0.86,0.58,0.76778574452444,0.340075441597622,0.1
"729","E003-H3K9me3 LTR7 LTR7_g17","E003-H3K9me3","LTR7",2268,"LTR7_g17","Node482/97",10,0,0,"#D492D3",2,0.6,0.724743075339478,-0.678071905112638,0
"730","E003-H3K9me3 LTR7 LTR7_g18","E003-H3K9me3","LTR7",2268,"LTR7_g18","Node77/99",10,1,1,"#5AD67F",0.9,0.56,0.742912640839549,0.358453970912476,0.1
"731","E003-H3K9me3 LTR7 LTR7_g2","E003-H3K9me3","LTR7",2268,"LTR7_g2","Node218/99",509,17,17,"#7F70D8",1.88,23.35,5.11755741925715,-0.435924865752668,0.0333988212180747
"732","E003-H3K9me3 LTR7 LTR7_g3","E003-H3K9me3","LTR7",2268,"LTR7_g3","Node219/96",85,0,0,"#E0A2A3",2,3.73,1.87409237291608,-2.24184018356467,0
"733","E003-H3K9me3 LTR7 LTR7_g4","E003-H3K9me3","LTR7",2268,"LTR7_g4","Node419/100",45,1,1,"#76EB41",1.76,2.06,1.33953105016025,-0.613531652917927,0.0222222222222222
"734","E003-H3K9me3 LTR7 LTR7_g5","E003-H3K9me3","LTR7",2268,"LTR7_g5","Node2/96",24,0,0,"#DC5AC5",2,1.28,0.985552196138354,-1.18903382439002,0
"735","E003-H3K9me3 LTR7 LTR7_g6","E003-H3K9me3","LTR7",2268,"LTR7_g6","Node154/98",20,2,2,"#B1E779",0.52,1.02,0.840634680861232,0.570607207744086,0.1
"736","E003-H3K9me3 LTR7 LTR7_g7","E003-H3K9me3","LTR7",2268,"LTR7_g7","Node399/97",18,1,1,"#7C9DD0",1.32,1.07,1.05653330579903,-0.0496307677246008,0.0555555555555556
"737","E003-H3K9me3 LTR7 LTR7_g8","E003-H3K9me3","LTR7",2268,"LTR7_g8","Node247/97",16,0,0,"#DADFCD",2,0.82,0.808790092756715,-0.863938450423971,0
"738","E003-H3K9me3 LTR7 LTR7_g9","E003-H3K9me3","LTR7",2268,"LTR7_g9","Node395/98",13,2,2,"#B2E9BA",0.18,0.54,0.657820091459111,0.96203214980098,0.153846153846154
"739","E003-H3K9me3 LTR7 LTR7_U","E003-H3K9me3","LTR7",2268,"LTR7_U","Ungrouped",1,0,0,"black",2,0,0,0,0
"740","E003-H3K9me3 LTR7B LTR7B_g1","E003-H3K9me3","LTR7B",693,"LTR7B_g1","Node5/98",439,26,26,"#DC84C3",0.92,24.28,4.60144904712997,0.0949629437610902,0.0592255125284738
"741","E003-H3K9me3 LTR7B LTR7B_g2","E003-H3K9me3","LTR7B",693,"LTR7B_g2","Node74/100",89,4,4,"#D5D278",1.44,5.01,2.06703320307785,-0.265436896049098,0.0449438202247191
"742","E003-H3K9me3 LTR7B LTR7B_g3","E003-H3K9me3","LTR7B",693,"LTR7B_g3","Node2/96",47,2,2,"#8D9CD8",1.44,2.48,1.45282726802159,-0.214124805352847,0.0425531914893617
"743","E003-H3K9me3 LTR7B LTR7B_g4","E003-H3K9me3","LTR7B",693,"LTR7B_g4","Node161/98",38,5,5,"#B452DB",0,1.19,1.134357825718,1.45403163089471,0.131578947368421
"744","E003-H3K9me3 LTR7B LTR7B_g5","E003-H3K9me3","LTR7B",693,"LTR7B_g5","Node79/97",32,1,1,"#85DDCA",1.72,1.7,1.22680499878771,-0.432959407276106,0.03125
"745","E003-H3K9me3 LTR7B LTR7B_g6","E003-H3K9me3","LTR7B",693,"LTR7B_g6","Node45/97",15,0,0,"#87E468",2,0.66,0.806789372084865,-0.7311832415722,0
"746","E003-H3K9me3 LTR7B LTR7B_g7","E003-H3K9me3","LTR7B",693,"LTR7B_g7","Node75/96",12,0,0,"#D8806A",2,0.71,0.807727826946827,-0.773996325111173,0
"747","E003-H3K9me3 LTR7B LTR7B_U","E003-H3K9me3","LTR7B",693,"LTR7B_U","Ungrouped",21,2,2,"black",0.46,0.8,0.816496580927726,0.736965594166206,0.0952380952380952
"748","E003-H3K9me3 LTR7C LTR7C_g1","E003-H3K9me3","LTR7C",284,"LTR7C_g1","Node25/98",85,22,22,"#DAD25C",0,4.32,1.91685769798998,2.11213571033055,0.258823529411765
"749","E003-H3K9me3 LTR7C LTR7C_g2","E003-H3K9me3","LTR7C",284,"LTR7C_g2","Node21/100",47,12,12,"#D88269",0,2.27,1.61342223646859,1.99114908241773,0.25531914893617
"750","E003-H3K9me3 LTR7C LTR7C_g3","E003-H3K9me3","LTR7C",284,"LTR7C_g3","Node59/99",28,2,2,"#C5D9A4",1,1.59,1.25605603683783,0.212010402809327,0.0714285714285714
"751","E003-H3K9me3 LTR7C LTR7C_g4","E003-H3K9me3","LTR7C",284,"LTR7C_g4","Node71/98",23,0,0,"#CFC6CF",2,1.44,1.11300848100447,-1.28688114778816,0
"752","E003-H3K9me3 LTR7C LTR7C_g5","E003-H3K9me3","LTR7C",284,"LTR7C_g5","Node9/100",22,2,2,"#7CDCD3",0.56,1.11,0.993870101058372,0.507719501788696,0.0909090909090909
"753","E003-H3K9me3 LTR7C LTR7C_g6","E003-H3K9me3","LTR7C",284,"LTR7C_g6","Node82/97",14,4,4,"#B452DA",0.02,1.08,0.960639517627858,1.26534456652099,0.285714285714286
"754","E003-H3K9me3 LTR7C LTR7C_g7","E003-H3K9me3","LTR7C",284,"LTR7C_g7","Node70/100",12,3,3,"#7EE36C",0,0.42,0.622474696252585,1.49410907027004,0.25
"755","E003-H3K9me3 LTR7C LTR7C_g8","E003-H3K9me3","LTR7C",284,"LTR7C_g8","Node86/98",10,1,1,"#8696D7",0.86,0.52,0.658740763836119,0.395928676331139,0.1
"756","E003-H3K9me3 LTR7C LTR7C_U","E003-H3K9me3","LTR7C",284,"LTR7C_U","Ungrouped",43,4,4,"black",0.4,2.29,1.63481688963207,0.603840510926845,0.0930232558139535
"757","E003-H3K9me3 LTR7Y LTR7Y_g1","E003-H3K9me3","LTR7Y",198,"LTR7Y_g1","Node19/100",98,1,1,"#DC9697",2,4.57,2.06586005764616,-1.47767732756531,0.0102040816326531
"758","E003-H3K9me3 LTR7Y LTR7Y_g2","E003-H3K9me3","LTR7Y",198,"LTR7Y_g2","Node2/100",84,1,1,"#B6DB77",2,4.62,1.97857207974526,-1.4905701304462,0.0119047619047619
"759","E003-H3K9me3 LTR7Y LTR7Y_g3","E003-H3K9me3","LTR7Y",198,"LTR7Y_g3","Node38/100",12,0,0,"#A3D1D2",2,0.81,0.8491826135238,-0.855989697308481,0
"760","E003-H3K9me3 LTR7Y LTR7Y_U","E003-H3K9me3","LTR7Y",198,"LTR7Y_U","Ungrouped",4,0,0,"black",2,0.33,0.493493012650993,-0.411426245726465,0
"761","E003-H4K5ac LTR7 LTR7_g1","E003-H4K5ac","LTR7",2268,"LTR7_g1","Node1/",1436,76,76,"#D5A151",0,20.4,4.08000792235317,1.84724764918112,0.052924791086351
"762","E003-H4K5ac LTR7 LTR7_g10","E003-H4K5ac","LTR7",2268,"LTR7_g10","Node56/97",13,0,0,"#7F9781",2,0.12,0.356186309210064,-0.16349873228288,0
"763","E003-H4K5ac LTR7 LTR7_g11","E003-H4K5ac","LTR7",2268,"LTR7_g11","Node115/96",12,0,0,"#5FE7CC",2,0.16,0.394917201397453,-0.214124805352847,0
"764","E003-H4K5ac LTR7 LTR7_g12","E003-H4K5ac","LTR7",2268,"LTR7_g12","Node396/100",12,0,0,"#D1C8E4",2,0.26,0.543464382782841,-0.333423733725192,0
"765","E003-H4K5ac LTR7 LTR7_g13","E003-H4K5ac","LTR7",2268,"LTR7_g13","Node457/98",12,1,1,"#84D8E3",0.38,0.23,0.509604719068583,0.701341684435485,0.0833333333333333
"766","E003-H4K5ac LTR7 LTR7_g14","E003-H4K5ac","LTR7",2268,"LTR7_g14","Node65/99",12,0,0,"#D9DF4E",2,0.3,0.594588390010563,-0.37851162325373,0
"767","E003-H4K5ac LTR7 LTR7_g15","E003-H4K5ac","LTR7",2268,"LTR7_g15","Node217/97",10,2,2,"#DBDB92",0.06,0.24,0.494821669744248,1.27462238010901,0.2
"768","E003-H4K5ac LTR7 LTR7_g16","E003-H4K5ac","LTR7",2268,"LTR7_g16","Node406/99",10,0,0,"#DB5D5D",2,0.24,0.47396884353981,-0.31034012061215,0
"769","E003-H4K5ac LTR7 LTR7_g17","E003-H4K5ac","LTR7",2268,"LTR7_g17","Node482/97",10,2,2,"#D492D3",0.04,0.21,0.456048021572069,1.30995545322129,0.2
"770","E003-H4K5ac LTR7 LTR7_g18","E003-H4K5ac","LTR7",2268,"LTR7_g18","Node77/99",10,0,0,"#5AD67F",2,0.12,0.356186309210064,-0.16349873228288,0
"771","E003-H4K5ac LTR7 LTR7_g2","E003-H4K5ac","LTR7",2268,"LTR7_g2","Node218/99",509,30,30,"#7F70D8",0,7.36,2.64964262884753,1.89069336808072,0.0589390962671906
"772","E003-H4K5ac LTR7 LTR7_g3","E003-H4K5ac","LTR7",2268,"LTR7_g3","Node219/96",85,9,9,"#E0A2A3",0,1.68,1.15365033303384,1.89969509420431,0.105882352941176
"773","E003-H4K5ac LTR7 LTR7_g4","E003-H4K5ac","LTR7",2268,"LTR7_g4","Node419/100",45,0,0,"#76EB41",2,0.81,0.895499409223251,-0.855989697308481,0
"774","E003-H4K5ac LTR7 LTR7_g5","E003-H4K5ac","LTR7",2268,"LTR7_g5","Node2/96",24,0,0,"#DC5AC5",2,0.38,0.599326221011495,-0.464668267003444,0
"775","E003-H4K5ac LTR7 LTR7_g6","E003-H4K5ac","LTR7",2268,"LTR7_g6","Node154/98",20,1,1,"#B1E779",0.38,0.23,0.509604719068583,0.701341684435485,0.05
"776","E003-H4K5ac LTR7 LTR7_g7","E003-H4K5ac","LTR7",2268,"LTR7_g7","Node399/97",18,2,2,"#7C9DD0",0.02,0.19,0.419114024647906,1.33400092718794,0.111111111111111
"777","E003-H4K5ac LTR7 LTR7_g8","E003-H4K5ac","LTR7",2268,"LTR7_g8","Node247/97",16,1,1,"#DADFCD",0.5,0.3,0.577350269189626,0.62148837674627,0.0625
"778","E003-H4K5ac LTR7 LTR7_g9","E003-H4K5ac","LTR7",2268,"LTR7_g9","Node395/98",13,0,0,"#B2E9BA",2,0.11,0.31446603773522,-0.150559676575381,0
"779","E003-H4K5ac LTR7 LTR7_U","E003-H4K5ac","LTR7",2268,"LTR7_U","Ungrouped",1,0,0,"black",2,0.04,0.196946385566932,-0.0565835283663676,0
"780","E003-H4K5ac LTR7B LTR7B_g1","E003-H4K5ac","LTR7B",693,"LTR7B_g1","Node5/98",439,4,4,"#DC84C3",2,9.69,3.03745973078848,-1.0962618530584,0.00911161731207289
"781","E003-H4K5ac LTR7B LTR7B_g2","E003-H4K5ac","LTR7B",693,"LTR7B_g2","Node74/100",89,3,3,"#D5D278",0.44,1.59,1.15553127402616,0.627047902088171,0.0337078651685393
"782","E003-H4K5ac LTR7B LTR7B_g3","E003-H4K5ac","LTR7B",693,"LTR7B_g3","Node2/96",47,3,3,"#8D9CD8",0.24,1.19,0.991835356164204,0.869069130173551,0.0638297872340425
"783","E003-H4K5ac LTR7B LTR7B_g4","E003-H4K5ac","LTR7B",693,"LTR7B_g4","Node161/98",38,2,2,"#B452DB",0.08,0.31,0.544856574585172,1.19539568895843,0.0526315789473684
"784","E003-H4K5ac LTR7B LTR7B_g5","E003-H4K5ac","LTR7B",693,"LTR7B_g5","Node79/97",32,0,0,"#85DDCA",2,0.64,0.937652344524301,-0.713695814843359,0
"785","E003-H4K5ac LTR7B LTR7B_g6","E003-H4K5ac","LTR7B",693,"LTR7B_g6","Node45/97",15,0,0,"#87E468",2,0.16,0.394917201397453,-0.214124805352847,0
"786","E003-H4K5ac LTR7B LTR7B_g7","E003-H4K5ac","LTR7B",693,"LTR7B_g7","Node75/96",12,1,1,"#D8806A",0.4,0.23,0.489382212074519,0.701341684435485,0.0833333333333333
"787","E003-H4K5ac LTR7B LTR7B_U","E003-H4K5ac","LTR7B",693,"LTR7B_U","Ungrouped",21,0,0,"black",2,0.67,0.725509225553774,-0.739848102699327,0
"788","E003-H4K5ac LTR7C LTR7C_g1","E003-H4K5ac","LTR7C",284,"LTR7C_g1","Node25/98",85,3,3,"#DAD25C",0.18,1.18,0.936142957225891,0.875671864997799,0.0352941176470588
"789","E003-H4K5ac LTR7C LTR7C_g2","E003-H4K5ac","LTR7C",284,"LTR7C_g2","Node21/100",47,0,0,"#D88269",2,1.26,1.05044483121882,-1.17632277264046,0
"790","E003-H4K5ac LTR7C LTR7C_g3","E003-H4K5ac","LTR7C",284,"LTR7C_g3","Node59/99",28,1,1,"#C5D9A4",0.82,0.6,0.840874965182521,0.321928094887362,0.0357142857142857
"791","E003-H4K5ac LTR7C LTR7C_g4","E003-H4K5ac","LTR7C",284,"LTR7C_g4","Node71/98",23,3,3,"#CFC6CF",0.02,0.56,0.70093732338429,1.35845397091248,0.130434782608696
"792","E003-H4K5ac LTR7C LTR7C_g5","E003-H4K5ac","LTR7C",284,"LTR7C_g5","Node9/100",22,2,2,"#7CDCD3",0.28,0.6,0.724743075339478,0.906890595608518,0.0909090909090909
"793","E003-H4K5ac LTR7C LTR7C_g6","E003-H4K5ac","LTR7C",284,"LTR7C_g6","Node82/97",14,0,0,"#B452DA",2,0.78,0.746439359339872,-0.831877241191673,0
"794","E003-H4K5ac LTR7C LTR7C_g7","E003-H4K5ac","LTR7C",284,"LTR7C_g7","Node70/100",12,0,0,"#7EE36C",2,0.47,0.593823427145025,-0.55581615506164,0
"795","E003-H4K5ac LTR7C LTR7C_g8","E003-H4K5ac","LTR7C",284,"LTR7C_g8","Node86/98",10,0,0,"#8696D7",2,0.22,0.439926531974776,-0.286881147788162,0
"796","E003-H4K5ac LTR7C LTR7C_U","E003-H4K5ac","LTR7C",284,"LTR7C_U","Ungrouped",43,1,1,"black",1.22,0.93,1.00759740236492,0.0513991525066441,0.0232558139534884
"797","E003-H4K5ac LTR7Y LTR7Y_g1","E003-H4K5ac","LTR7Y",198,"LTR7Y_g1","Node19/100",98,3,3,"#DC9697",0.32,1.44,1.1833866825362,0.713118852211838,0.0306122448979592
"798","E003-H4K5ac LTR7Y LTR7Y_g2","E003-H4K5ac","LTR7Y",198,"LTR7Y_g2","Node2/100",84,1,1,"#B6DB77",1.56,1.66,1.31977959592433,-0.411426245726465,0.0119047619047619
"799","E003-H4K5ac LTR7Y LTR7Y_g3","E003-H4K5ac","LTR7Y",198,"LTR7Y_g3","Node38/100",12,2,2,"#A3D1D2",0.16,0.46,0.642281287696639,1.03899413161586,0.166666666666667
"800","E003-H4K5ac LTR7Y LTR7Y_U","E003-H4K5ac","LTR7Y",198,"LTR7Y_U","Ungrouped",4,0,0,"black",2,0.08,0.272659924344291,-0.111031312388744,0
"801","E003-H4K8ac LTR7 LTR7_g1","E003-H4K8ac","LTR7",2268,"LTR7_g1","Node1/",1436,66,66,"#D5A151",0.14,56.2,6.87257762650399,0.228145948566745,0.0459610027855153
"802","E003-H4K8ac LTR7 LTR7_g10","E003-H4K8ac","LTR7",2268,"LTR7_g10","Node56/97",13,0,0,"#7F9781",2,0.39,0.649708559371979,-0.475084882948783,0
"803","E003-H4K8ac LTR7 LTR7_g11","E003-H4K8ac","LTR7",2268,"LTR7_g11","Node115/96",12,0,0,"#5FE7CC",2,0.42,0.622474696252585,-0.505890929729957,0
"804","E003-H4K8ac LTR7 LTR7_g12","E003-H4K8ac","LTR7",2268,"LTR7_g12","Node396/100",12,0,0,"#D1C8E4",2,1.03,0.904031375159473,-1.02147972741045,0
"805","E003-H4K8ac LTR7 LTR7_g13","E003-H4K8ac","LTR7",2268,"LTR7_g13","Node457/98",12,0,0,"#84D8E3",2,0.49,0.627565441877087,-0.575312330687437,0
"806","E003-H4K8ac LTR7 LTR7_g14","E003-H4K8ac","LTR7",2268,"LTR7_g14","Node65/99",12,0,0,"#D9DF4E",2,0.85,0.857233039988826,-0.887525270741588,0
"807","E003-H4K8ac LTR7 LTR7_g15","E003-H4K8ac","LTR7",2268,"LTR7_g15","Node217/97",10,0,0,"#DBDB92",2,0.59,0.652810551509101,-0.66902676550963,0
"808","E003-H4K8ac LTR7 LTR7_g16","E003-H4K8ac","LTR7",2268,"LTR7_g16","Node406/99",10,1,1,"#DB5D5D",0.7,0.4,0.603022689155527,0.514573172829758,0.1
"809","E003-H4K8ac LTR7 LTR7_g17","E003-H4K8ac","LTR7",2268,"LTR7_g17","Node482/97",10,0,0,"#D492D3",2,0.53,0.744745906095808,-0.613531652917927,0
"810","E003-H4K8ac LTR7 LTR7_g18","E003-H4K8ac","LTR7",2268,"LTR7_g18","Node77/99",10,1,1,"#5AD67F",0.46,0.29,0.573752489486467,0.63262893435147,0.1
"811","E003-H4K8ac LTR7 LTR7_g2","E003-H4K8ac","LTR7",2268,"LTR7_g2","Node218/99",509,23,23,"#7F70D8",0.54,19.8,4.32283109626882,0.206450877467426,0.0451866404715128
"812","E003-H4K8ac LTR7 LTR7_g3","E003-H4K8ac","LTR7",2268,"LTR7_g3","Node219/96",85,4,4,"#E0A2A3",1.16,4.01,1.98730821449365,-0.00288250853312128,0.0470588235294118
"813","E003-H4K8ac LTR7 LTR7_g4","E003-H4K8ac","LTR7",2268,"LTR7_g4","Node419/100",45,0,0,"#76EB41",2,1.9,1.33711584684304,-1.53605290024021,0
"814","E003-H4K8ac LTR7 LTR7_g5","E003-H4K8ac","LTR7",2268,"LTR7_g5","Node2/96",24,1,1,"#DC5AC5",1.72,1.38,0.972137081409049,-0.250961573533219,0.0416666666666667
"815","E003-H4K8ac LTR7 LTR7_g6","E003-H4K8ac","LTR7",2268,"LTR7_g6","Node154/98",20,1,1,"#B1E779",1.1,0.74,0.786502294075395,0.200912693925996,0.05
"816","E003-H4K8ac LTR7 LTR7_g7","E003-H4K8ac","LTR7",2268,"LTR7_g7","Node399/97",18,0,0,"#7C9DD0",2,0.75,0.857233039988826,-0.807354922057604,0
"817","E003-H4K8ac LTR7 LTR7_g8","E003-H4K8ac","LTR7",2268,"LTR7_g8","Node247/97",16,0,0,"#DADFCD",2,0.6,0.710669054518701,-0.678071905112638,0
"818","E003-H4K8ac LTR7 LTR7_g9","E003-H4K8ac","LTR7",2268,"LTR7_g9","Node395/98",13,0,0,"#B2E9BA",2,0.63,0.733815268637038,-0.704871964456353,0
"819","E003-H4K8ac LTR7 LTR7_U","E003-H4K8ac","LTR7",2268,"LTR7_U","Ungrouped",1,0,0,"black",2,0.03,0.171446607997765,-0.0426443374084937,0
"820","E003-H4K8ac LTR7B LTR7B_g1","E003-H4K8ac","LTR7B",693,"LTR7B_g1","Node5/98",439,8,8,"#DC84C3",2,26.59,4.68415554089669,-1.61614855013624,0.0182232346241458
"821","E003-H4K8ac LTR7B LTR7B_g2","E003-H4K8ac","LTR7B",693,"LTR7B_g2","Node74/100",89,0,0,"#D5D278",2,4.56,2.1287830259839,-2.47508488294878,0
"822","E003-H4K8ac LTR7B LTR7B_g3","E003-H4K8ac","LTR7B",693,"LTR7B_g3","Node2/96",47,0,0,"#8D9CD8",2,2.9,1.74367544009889,-1.96347412397489,0
"823","E003-H4K8ac LTR7B LTR7B_g4","E003-H4K8ac","LTR7B",693,"LTR7B_g4","Node161/98",38,0,0,"#B452DB",2,1.19,1.01199872240108,-1.13093086982645,0
"824","E003-H4K8ac LTR7B LTR7B_g5","E003-H4K8ac","LTR7B",693,"LTR7B_g5","Node79/97",32,0,0,"#85DDCA",2,1.81,1.41203342164355,-1.4905701304462,0
"825","E003-H4K8ac LTR7B LTR7B_g6","E003-H4K8ac","LTR7B",693,"LTR7B_g6","Node45/97",15,0,0,"#87E468",2,0.64,0.785216948725419,-0.713695814843359,0
"826","E003-H4K8ac LTR7B LTR7B_g7","E003-H4K8ac","LTR7B",693,"LTR7B_g7","Node75/96",12,0,0,"#D8806A",2,0.41,0.604611904907235,-0.495695162624069,0
"827","E003-H4K8ac LTR7B LTR7B_U","E003-H4K8ac","LTR7B",693,"LTR7B_U","Ungrouped",21,0,0,"black",2,1.61,1.25444663642435,-1.38404980679516,0
"828","E003-H4K8ac LTR7C LTR7C_g1","E003-H4K8ac","LTR7C",284,"LTR7C_g1","Node25/98",85,1,1,"#DAD25C",1.96,3.71,1.8051273773573,-1.23572705983806,0.0117647058823529
"829","E003-H4K8ac LTR7C LTR7C_g2","E003-H4K8ac","LTR7C",284,"LTR7C_g2","Node21/100",47,3,3,"#D88269",1.02,2.54,1.44543866327594,0.176250639691727,0.0638297872340425
"830","E003-H4K8ac LTR7C LTR7C_g3","E003-H4K8ac","LTR7C",284,"LTR7C_g3","Node59/99",28,1,1,"#C5D9A4",1.6,1.66,1.28094031118084,-0.411426245726465,0.0357142857142857
"831","E003-H4K8ac LTR7C LTR7C_g4","E003-H4K8ac","LTR7C",284,"LTR7C_g4","Node71/98",23,1,1,"#CFC6CF",1.44,1.43,1.16562724259811,-0.280956313831056,0.0434782608695652
"832","E003-H4K8ac LTR7C LTR7C_g5","E003-H4K8ac","LTR7C",284,"LTR7C_g5","Node9/100",22,4,4,"#7CDCD3",0.14,1.57,1.18283173321099,0.960159735468209,0.181818181818182
"833","E003-H4K8ac LTR7C LTR7C_g6","E003-H4K8ac","LTR7C",284,"LTR7C_g6","Node82/97",14,2,2,"#B452DA",0.9,1.41,1.02587730378649,0.315929354265919,0.142857142857143
"834","E003-H4K8ac LTR7C LTR7C_g7","E003-H4K8ac","LTR7C",284,"LTR7C_g7","Node70/100",12,1,1,"#7EE36C",1.16,0.79,0.832363071518843,0.160040412510468,0.0833333333333333
"835","E003-H4K8ac LTR7C LTR7C_g8","E003-H4K8ac","LTR7C",284,"LTR7C_g8","Node86/98",10,0,0,"#8696D7",2,0.53,0.717106982424816,-0.613531652917927,0
"836","E003-H4K8ac LTR7C LTR7C_U","E003-H4K8ac","LTR7C",284,"LTR7C_U","Ungrouped",43,5,5,"black",0.18,2.64,1.53425532227834,0.721024050297185,0.116279069767442
"837","E003-H4K8ac LTR7Y LTR7Y_g1","E003-H4K8ac","LTR7Y",198,"LTR7Y_g1","Node19/100",98,1,1,"#DC9697",1.94,4.2,1.84773954174862,-1.37851162325373,0.0102040816326531
"838","E003-H4K8ac LTR7Y LTR7Y_g2","E003-H4K8ac","LTR7Y",198,"LTR7Y_g2","Node2/100",84,1,1,"#B6DB77",1.96,3.81,1.74480469805174,-1.26603689399532,0.0119047619047619
"839","E003-H4K8ac LTR7Y LTR7Y_g3","E003-H4K8ac","LTR7Y",198,"LTR7Y_g3","Node38/100",12,2,2,"#A3D1D2",0.48,0.97,0.904031375159473,0.606766871039505,0.166666666666667
"840","E003-H4K8ac LTR7Y LTR7Y_U","E003-H4K8ac","LTR7Y",198,"LTR7Y_U","Ungrouped",4,0,0,"black",2,0.29,0.555868598672293,-0.36737106564853,0
"841","E003-H4K91ac LTR7 LTR7_g1","E003-H4K91ac","LTR7",2268,"LTR7_g1","Node1/",1436,32,32,"#D5A151",0,17.89,4.07479317192166,0.804843322744808,0.0222841225626741
"842","E003-H4K91ac LTR7 LTR7_g10","E003-H4K91ac","LTR7",2268,"LTR7_g10","Node56/97",13,0,0,"#7F9781",2,0.12,0.356186309210064,-0.16349873228288,0
"843","E003-H4K91ac LTR7 LTR7_g11","E003-H4K91ac","LTR7",2268,"LTR7_g11","Node115/96",12,0,0,"#5FE7CC",2,0.15,0.358870281282637,-0.20163386116965,0
"844","E003-H4K91ac LTR7 LTR7_g12","E003-H4K91ac","LTR7",2268,"LTR7_g12","Node396/100",12,0,0,"#D1C8E4",2,0.23,0.446196043338474,-0.298658315564515,0
"845","E003-H4K91ac LTR7 LTR7_g13","E003-H4K91ac","LTR7",2268,"LTR7_g13","Node457/98",12,0,0,"#84D8E3",2,0.2,0.42640143271122,-0.263034405833794,0
"846","E003-H4K91ac LTR7 LTR7_g14","E003-H4K91ac","LTR7",2268,"LTR7_g14","Node65/99",12,0,0,"#D9DF4E",2,0.17,0.427702341505507,-0.22650852980868,0
"847","E003-H4K91ac LTR7 LTR7_g15","E003-H4K91ac","LTR7",2268,"LTR7_g15","Node217/97",10,1,1,"#DBDB92",0.38,0.2,0.42640143271122,0.736965594166206,0.1
"848","E003-H4K91ac LTR7 LTR7_g16","E003-H4K91ac","LTR7",2268,"LTR7_g16","Node406/99",10,0,0,"#DB5D5D",2,0.15,0.358870281282637,-0.20163386116965,0
"849","E003-H4K91ac LTR7 LTR7_g17","E003-H4K91ac","LTR7",2268,"LTR7_g17","Node482/97",10,3,3,"#D492D3",0,0.15,0.411329453348432,1.79836613883035,0.3
"850","E003-H4K91ac LTR7 LTR7_g18","E003-H4K91ac","LTR7",2268,"LTR7_g18","Node77/99",10,0,0,"#5AD67F",2,0.15,0.358870281282637,-0.20163386116965,0
"851","E003-H4K91ac LTR7 LTR7_g2","E003-H4K91ac","LTR7",2268,"LTR7_g2","Node218/99",509,15,15,"#7F70D8",0,6.1,2.35916437868508,1.17218097538268,0.0294695481335953
"852","E003-H4K91ac LTR7 LTR7_g3","E003-H4K91ac","LTR7",2268,"LTR7_g3","Node219/96",85,1,1,"#E0A2A3",1.58,1.19,0.895499409223251,-0.130930869826449,0.0117647058823529
"853","E003-H4K91ac LTR7 LTR7_g4","E003-H4K91ac","LTR7",2268,"LTR7_g4","Node419/100",45,1,1,"#76EB41",0.84,0.58,0.76778574452444,0.340075441597622,0.0222222222222222
"854","E003-H4K91ac LTR7 LTR7_g5","E003-H4K91ac","LTR7",2268,"LTR7_g5","Node2/96",24,0,0,"#DC5AC5",2,0.29,0.518252697615611,-0.36737106564853,0
"855","E003-H4K91ac LTR7 LTR7_g6","E003-H4K91ac","LTR7",2268,"LTR7_g6","Node154/98",20,0,0,"#B1E779",2,0.22,0.542720420239975,-0.286881147788162,0
"856","E003-H4K91ac LTR7 LTR7_g7","E003-H4K91ac","LTR7",2268,"LTR7_g7","Node399/97",18,0,0,"#7C9DD0",2,0.28,0.494004457510662,-0.356143810225275,0
"857","E003-H4K91ac LTR7 LTR7_g8","E003-H4K91ac","LTR7",2268,"LTR7_g8","Node247/97",16,0,0,"#DADFCD",2,0.17,0.427702341505507,-0.22650852980868,0
"858","E003-H4K91ac LTR7 LTR7_g9","E003-H4K91ac","LTR7",2268,"LTR7_g9","Node395/98",13,0,0,"#B2E9BA",2,0.18,0.435310176190437,-0.238786859587116,0
"859","E003-H4K91ac LTR7 LTR7_U","E003-H4K91ac","LTR7",2268,"LTR7_U","Ungrouped",1,0,0,"black",2,0,0,0,0
